location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Uganda,2021-04-28,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1388069154201247747,330077,330077,,
Uganda,2021-05-01,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1389124500097323009,339607,339607,,
Uganda,2021-05-02,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1389485488604688387,341819,341819,,
Uganda,2021-05-03,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1389851681215635456,364582,364582,,
Uganda,2021-05-04,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1390232215230033923,375283,375283,,
Uganda,2021-05-05,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1390618020087750656,387024,387024,,
Uganda,2021-05-06,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1391088733307424771,392146,392146,,
Uganda,2021-05-07,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1391343458867109890,395805,395805,,
Uganda,2021-05-08,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1391662768013680641,399746,399746,,
Uganda,2021-05-09,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1392025039596294146,404972,404972,,
Uganda,2021-05-11,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1392821072832208901,418354,418354,,
Uganda,2021-05-12,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1393135334133731328,423092,423092,,
Uganda,2021-05-14,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1393820229361303563,430301,430301,,
Uganda,2021-05-16,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1394583572632252416,453422,453422,,
Uganda,2021-05-17,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1394944449067761665,466823,466823,,
Uganda,2021-05-19,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1395685621084139520,488986,488986,,
Uganda,2021-05-21,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1396425324062289920,506787,506787,,
Uganda,2021-05-22,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1396750345779482624,513338,511064,2274,
Uganda,2021-05-23,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1397126105098854400,530653,527917,2736,
Uganda,2021-05-24,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1397476411556966404,541569,537440,4129,
Uganda,2021-05-26,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1398208548815912960,565163,,,
Uganda,2021-05-27,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1398645466909249541,577036,,,
Uganda,2021-05-29,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1399275078865633289,595924,,,
Uganda,2021-05-30,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1399656600567169028,647357,,,
Uganda,2021-05-31,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1400034945968574465,672395,,,
Uganda,2021-06-01,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1400348625050472449,677084,,,
Uganda,2021-06-02,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1400815688147681280,706626,,,
Uganda,2021-06-05,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1401889083560017920,748676,,,
Uganda,2021-06-08,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1403076275418406914,757664,,,
Uganda,2021-06-10,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1403662614010511362,777805,,,
Uganda,2021-06-12,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1404366656290312193,786160,,,
Uganda,2021-06-13,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1404805590006878217,803797,,,
Uganda,2021-06-14,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1405142446766538752,806129,,,
Uganda,2021-06-15,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1405565449656541187,812118,,,
Uganda,2021-06-16,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1405877584370483203,821659,,,
Uganda,2021-06-17,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1406231643132735496,821659,,,
Uganda,2021-06-19,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1407030890711158784,831146,,,
Uganda,2021-06-20,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1407345901308461060,834271,,,
Uganda,2021-06-22,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1408076873696006145,841629,,,
Uganda,2021-06-23,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1408425758347993088,843039,,,
Uganda,2021-06-26,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1409470272806297600,854232,,,
Uganda,2021-06-27,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1409804622382960642,854443,,,
Uganda,2021-06-28,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1410184071150510081,856025,,,
Uganda,2021-06-29,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1410541337263411200,861645,,,
Uganda,2021-07-01,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1411276060260450307,990902,,,
Uganda,2021-07-03,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1412015428377923585,1027036,,,
Uganda,2021-07-04,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1413416949418180610,1058094,,,
Uganda,2021-07-10,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1414495075980255232,1076923,,,
Uganda,2021-07-12,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1415275442806919169,1079943,,,
Uganda,2021-07-13,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1415654621935280130,1085382,,,
Uganda,2021-07-18,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1087152,,,
Uganda,2021-07-19,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1101431,,,
Uganda,2021-07-21,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1106762,,,
Uganda,2021-07-22,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1110867,,,
Uganda,2021-07-28,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1135036,,,
Uganda,2021-07-30,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1143763,,,
Uganda,2021-08-03,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1150676,,,
Uganda,2021-08-05,Oxford/AstraZeneca,https://www.health.go.ug/covid/,1152874,,,
Uganda,2021-08-20,Oxford/AstraZeneca,https://covid19.who.int/,1163451,901900,242310,
Uganda,2021-08-21,Oxford/AstraZeneca,https://twitter.com/MinofHealthUG/status/1429746162907717633/photo/1,1297726,,,
