Country,Year,activities_improve_health,activities_improve_health__num_responses,avoided_crowded_areas,avoided_crowded_areas__num_responses,avoided_going_out,avoided_going_out__num_responses,avoided_guests_at_home,avoided_guests_at_home__num_responses,avoided_healthcare_settings,avoided_healthcare_settings__num_responses,avoided_large_gatherings,avoided_large_gatherings__num_responses,avoided_medium_gatherings,avoided_medium_gatherings__num_responses,avoided_objects_public,avoided_objects_public__num_responses,avoided_people_with_symptoms,avoided_people_with_symptoms__num_responses,avoided_public_events,avoided_public_events__num_responses,avoided_public_transport,avoided_public_transport__num_responses,avoided_shops,avoided_shops__num_responses,avoided_small_gatherings,avoided_small_gatherings__num_responses,avoided_working_outside_home,avoided_working_outside_home__num_responses,children_avoided_school,children_avoided_school__num_responses,cleaned_surfaces_home,cleaned_surfaces_home__num_responses,covered_mouth_sneeze,covered_mouth_sneeze__num_responses,covid_dangerous_to_me,covid_dangerous_to_me__num_responses,covid_vaccine_important_health,covid_vaccine_important_health__num_responses,covid_vaccine_will_prevent_transmission,covid_vaccine_will_prevent_transmission__num_responses,covid_vaccine_will_protect_health,covid_vaccine_will_protect_health__num_responses,difficult_to_isolate,difficult_to_isolate__num_responses,eaten_separately,eaten_separately__num_responses,government_responded_well,government_responded_well__num_responses,govt_will_provide_effective_covid_vaccine,govt_will_provide_effective_covid_vaccine__num_responses,hand_sanitiser,hand_sanitiser__num_responses,handwashing_yesterday,handwashing_yesterday__num_responses,happier_two_weeks_ago,happier_two_weeks_ago__num_responses,household_members_contact,household_members_contact__num_responses,life_greatly_affected,life_greatly_affected__num_responses,likely_get_covid_future,likely_get_covid_future__num_responses,mask_at_home,mask_at_home__num_responses,mask_at_work,mask_at_work__num_responses,mask_clothing_store,mask_clothing_store__num_responses,mask_grocery_store,mask_grocery_store__num_responses,mask_not_possible,mask_not_possible__num_responses,mask_outside_home,mask_outside_home__num_responses,mask_protect_me,mask_protect_me__num_responses,mask_protect_others,mask_protect_others__num_responses,mask_public_transport,mask_public_transport__num_responses,people_contact_outside_household,people_contact_outside_household__num_responses,scared_contracting_covid,scared_contracting_covid__num_responses,slept_separate_bedrooms,slept_separate_bedrooms__num_responses,times_left_home_yesterday,times_left_home_yesterday__num_responses,trust_covid_vaccines,trust_covid_vaccines__num_responses,washed_hands,washed_hands__num_responses,willingness_covid_vaccinate_this_week,willingness_covid_vaccinate_this_week__num_responses,willingness_isolate_if_advised,willingness_isolate_if_advised__num_responses,willingness_isolate_if_symptoms,willingness_isolate_if_symptoms__num_responses,worried_covid_vaccine_side_effects,worried_covid_vaccine_side_effects__num_responses
Canada,192,81.9,2230.0,81.6,2230.0,50.3,2230.0,65.1,2230.0,65.7,2230.0,81.9,2230.0,64.7,2230.0,73.9,2230.0,83.7,2230.0,,,75.2,2230.0,52.0,2230.0,53.5,2230.0,37.3,936.0,54.0,791.0,66.9,2230.0,91.1,2230.0,54.4,2230.0,,,,,,,16.1,2145.0,27.0,2230.0,80.4,2128.0,,,84.3,2230.0,12.6,2230.0,24.7,2145.0,2.8,2230.0,54.0,2230.0,18.9,2230.0,3.7,2230.0,53.7,936.0,61.8,2230.0,67.8,2230.0,18.6,2230.0,67.8,2230.0,54.1,2230.0,75.7,2230.0,56.8,2230.0,9.7,2230.0,51.1,2056.0,22.7,2230.0,1.5,2229.0,,,93.1,2230.0,,,90.6,2152.0,79.1,2036.0,,
Canada,223,81.2,2152.0,82.3,2152.0,47.8,2152.0,62.9,2152.0,65.4,2152.0,80.2,2152.0,62.9,2152.0,75.0,2152.0,85.7,2152.0,,,72.4,2152.0,48.6,2152.0,51.2,2152.0,35.3,924.0,48.4,795.0,67.1,2152.0,94.6,2152.0,56.7,2152.0,,,,,,,15.4,2078.0,27.2,2152.0,78.4,2084.0,,,86.4,2152.0,13.1,2152.0,22.6,2081.0,2.6,2152.0,57.5,2152.0,20.1,2152.0,5.2,2152.0,65.8,924.0,79.6,2152.0,84.9,2152.0,17.1,2152.0,83.9,2152.0,56.5,2152.0,74.0,2152.0,71.1,2152.0,11.7,2152.0,49.6,1976.0,24.6,2152.0,1.6,2152.0,,,94.8,2152.0,,,88.4,2074.0,79.7,1984.0,,
Canada,253,81.4,1856.0,79.3,1856.0,47.4,1856.0,61.6,1856.0,64.2,1856.0,81.7,1856.0,63.8,1856.0,71.5,1856.0,84.9,1856.0,81.1,1856.0,73.4,1856.0,46.2,1856.0,53.0,1856.0,30.8,786.0,30.4,701.0,67.5,1856.0,94.7,1856.0,56.1,1856.0,,,,,,,17.0,878.0,24.8,1856.0,74.8,1780.0,,,86.9,1856.0,12.7,1856.0,,,2.8,1856.0,57.0,1856.0,19.5,1856.0,4.1,1856.0,70.5,786.0,83.5,1856.0,90.1,1856.0,17.5,1856.0,87.7,1856.0,57.1,1856.0,75.7,1856.0,73.5,1856.0,13.0,1856.0,52.6,1704.0,21.0,1856.0,1.5,1856.0,,,94.9,1856.0,,,89.7,880.0,82.6,827.0,,
Canada,284,81.3,2257.0,83.1,2257.0,52.7,2257.0,70.4,2257.0,70.0,2257.0,86.1,2257.0,72.4,2257.0,73.6,2257.0,87.3,2257.0,84.0,2257.0,76.3,2257.0,49.5,2257.0,62.0,2257.0,33.3,988.0,31.1,805.0,66.5,2257.0,94.0,2257.0,57.5,2257.0,,,,,,,18.6,2189.0,30.3,2257.0,71.3,2162.0,,,86.7,2257.0,13.2,2257.0,,,3.4,2257.0,58.3,2257.0,19.6,2257.0,4.8,2257.0,73.2,988.0,86.2,2257.0,91.1,2257.0,15.5,2257.0,88.7,2257.0,59.1,2257.0,76.5,2257.0,76.3,2257.0,11.1,2257.0,,,24.7,2257.0,1.4,2257.0,,,94.1,2257.0,,,87.4,2190.0,79.4,2067.0,,
Canada,314,79.8,1762.0,83.9,1762.0,55.3,1762.0,73.4,1762.0,70.3,1762.0,87.6,1762.0,76.7,1762.0,73.6,1762.0,89.2,1762.0,84.4,1762.0,75.2,1762.0,51.5,1762.0,67.3,1762.0,33.8,717.0,31.3,610.0,67.8,1762.0,95.3,1762.0,57.0,1762.0,,,28.1,1003.0,30.7,1003.0,18.2,1717.0,32.6,1762.0,70.7,1676.0,49.9,1003.0,86.7,1762.0,12.4,1762.0,,,2.5,1762.0,59.2,1762.0,18.2,1762.0,4.0,1762.0,74.6,717.0,88.0,1762.0,93.5,1762.0,15.3,1762.0,91.5,1762.0,63.5,1762.0,77.4,1762.0,78.5,1762.0,9.4,1762.0,,,24.2,1762.0,1.2,1762.0,,,94.3,1762.0,44.4,1003.0,88.6,1709.0,82.9,1615.0,53.5,1003.0
Canada,345,80.4,960.0,86.7,960.0,66.2,960.0,83.8,960.0,74.3,960.0,92.3,960.0,84.4,960.0,80.0,960.0,90.1,960.0,88.5,960.0,82.0,960.0,61.0,960.0,79.0,960.0,,,,,70.2,960.0,95.0,960.0,58.5,960.0,,,29.9,960.0,35.9,960.0,16.9,930.0,33.9,960.0,69.6,927.0,57.5,960.0,87.3,960.0,10.7,960.0,,,2.2,960.0,62.6,960.0,19.2,960.0,6.9,960.0,,,91.9,960.0,95.5,960.0,17.1,960.0,94.5,960.0,64.4,960.0,78.0,960.0,81.0,960.0,9.0,960.0,,,28.4,960.0,1.2,960.0,,,94.6,960.0,48.9,960.0,87.6,935.0,81.3,887.0,50.9,960.0
Canada,376,80.1,2418.0,90.4,2418.0,74.9,2418.0,87.6,2418.0,80.1,2418.0,93.6,2418.0,90.2,2418.0,,,92.8,2418.0,91.9,2418.0,84.7,2418.0,70.9,2418.0,84.3,2418.0,48.3,998.0,51.7,835.0,,,95.8,2418.0,58.6,2418.0,72.7,1003.0,,,,,16.3,2352.0,,,64.3,2323.0,58.6,2418.0,88.5,2418.0,11.7,2418.0,,,2.3,2418.0,61.7,2418.0,19.4,2418.0,,,86.3,998.0,87.8,2418.0,96.4,2418.0,13.8,2418.0,92.1,2418.0,64.2,2418.0,78.2,2418.0,81.2,2418.0,6.8,2418.0,,,,,1.1,2418.0,65.4,2418.0,95.5,2418.0,55.5,2418.0,89.1,2341.0,83.8,2253.0,49.3,2418.0
Canada,404,81.6,1970.0,88.5,1970.0,69.8,1970.0,85.2,1970.0,78.6,1970.0,93.2,1970.0,88.9,1970.0,,,91.8,1970.0,91.3,1970.0,82.7,1970.0,65.4,1970.0,82.8,1970.0,46.7,825.0,42.2,692.0,,,95.5,1970.0,53.1,1970.0,,,,,,,15.8,1919.0,,,59.4,1885.0,53.4,1970.0,87.1,1970.0,11.5,1970.0,,,2.2,1970.0,59.8,1970.0,19.2,1970.0,,,84.0,825.0,88.3,1970.0,95.4,1970.0,15.7,529.0,92.7,1970.0,63.7,529.0,74.7,529.0,82.7,1970.0,6.9,1970.0,,,,,1.3,1970.0,64.0,1970.0,94.3,1970.0,55.6,1940.0,88.1,1907.0,83.6,1827.0,46.0,1970.0
Canada,435,80.1,2172.0,87.1,2172.0,65.3,2172.0,83.0,2172.0,75.1,2172.0,91.0,2172.0,85.6,2172.0,,,91.5,2172.0,89.5,2172.0,81.0,2172.0,62.8,2172.0,80.5,2172.0,46.9,866.0,40.8,669.0,,,95.2,2172.0,52.4,2172.0,,,,,,,14.9,2121.0,,,62.3,2091.0,59.9,2172.0,88.3,2172.0,12.4,2172.0,,,2.3,2172.0,57.1,2172.0,18.8,2172.0,,,81.9,866.0,89.9,2172.0,95.9,2172.0,,,91.6,2172.0,,,,,82.5,2172.0,8.4,2172.0,,,,,1.3,2172.0,69.6,2172.0,94.5,2172.0,59.9,1933.0,87.8,2110.0,83.6,2007.0,41.5,2172.0
China,100,,,84.3,4138.0,69.3,4138.0,75.0,4138.0,76.0,4138.0,83.0,4138.0,79.2,4138.0,76.1,4138.0,82.8,4138.0,,,72.5,4138.0,60.3,4138.0,69.3,4138.0,55.9,2951.0,73.7,2396.0,64.7,4138.0,87.9,4138.0,,,,,,,,,5.9,4026.0,35.6,4138.0,,,,,72.6,4138.0,4.8,4138.0,28.5,1097.0,2.8,4138.0,,,,,,,,,,,,,,,91.3,4138.0,,,,,,,12.2,4138.0,68.0,1031.0,50.5,4138.0,1.6,4138.0,,,71.0,4138.0,,,88.4,4055.0,28.7,3766.0,,
China,131,,,81.1,3832.0,61.2,3832.0,69.2,3832.0,70.6,3832.0,80.2,3832.0,74.1,3832.0,72.4,3832.0,82.5,3832.0,,,67.4,3832.0,54.5,3832.0,62.0,3832.0,47.2,2720.0,62.9,2158.0,62.8,3832.0,87.7,3832.0,,,,,,,,,6.0,3733.0,34.7,3832.0,,,,,69.7,3832.0,4.5,3832.0,26.9,3675.0,3.1,3832.0,,,,,,,,,,,,,,,89.3,3832.0,,,,,,,13.9,3832.0,63.3,3490.0,48.7,3832.0,1.9,3832.0,,,68.8,3832.0,,,84.1,3741.0,26.4,3452.0,,
China,161,81.3,1001.0,76.6,2041.0,53.7,2041.0,60.5,2041.0,66.5,2041.0,73.7,2041.0,66.2,2041.0,66.3,2041.0,78.4,2041.0,,,59.9,2041.0,47.6,2041.0,55.7,2041.0,42.9,1466.0,43.9,1181.0,60.1,2041.0,85.7,2041.0,55.2,1001.0,,,,,,,7.9,1977.0,33.2,2041.0,,,,,67.0,2041.0,4.2,2041.0,26.0,1949.0,2.9,2041.0,56.1,1001.0,8.4,1001.0,9.8,1001.0,72.2,704.0,84.5,1001.0,84.2,1001.0,20.7,1001.0,86.0,2041.0,71.0,1001.0,73.7,1001.0,92.8,1001.0,18.5,2041.0,56.8,1873.0,43.9,2041.0,2.2,2041.0,,,65.7,2041.0,,,83.1,1981.0,25.1,1826.0,,
China,192,83.2,2005.0,75.2,2005.0,47.8,2005.0,55.7,2005.0,63.9,2005.0,72.5,2005.0,64.3,2005.0,63.3,2005.0,79.1,2005.0,,,55.6,2005.0,43.6,2005.0,51.9,2005.0,36.4,1491.0,38.1,1109.0,56.3,2005.0,85.6,2005.0,59.4,2005.0,,,,,,,9.0,1940.0,28.5,2005.0,,,,,64.0,2005.0,4.1,2005.0,24.9,1923.0,3.3,2005.0,54.5,2005.0,8.5,2005.0,8.2,2005.0,60.1,1491.0,78.6,2005.0,78.8,2005.0,17.7,2005.0,85.3,2005.0,72.9,2005.0,73.8,2005.0,90.1,2005.0,17.6,2005.0,59.7,1868.0,39.5,2005.0,2.0,2005.0,,,62.8,2005.0,,,80.4,1950.0,23.1,1816.0,,
China,223,83.1,1986.0,72.4,1986.0,47.2,1986.0,54.6,1986.0,63.2,1986.0,70.0,1986.0,61.1,1986.0,61.4,1986.0,78.9,1986.0,,,51.5,1986.0,40.5,1986.0,49.5,1986.0,37.7,1452.0,37.2,1145.0,56.9,1986.0,86.1,1986.0,59.8,1986.0,,,,,,,7.4,1929.0,29.6,1986.0,,,,,65.0,1986.0,4.4,1986.0,23.6,1898.0,2.8,1986.0,52.9,1986.0,9.3,1986.0,9.4,1986.0,61.2,1452.0,75.1,1986.0,75.8,1986.0,20.0,1986.0,84.6,1986.0,71.9,1986.0,74.7,1986.0,89.6,1986.0,16.8,1986.0,57.0,1836.0,40.4,1986.0,2.0,1986.0,,,61.7,1986.0,,,83.5,1936.0,24.8,1767.0,,
China,253,81.5,1983.0,69.1,1983.0,45.3,1983.0,46.3,1983.0,55.5,1983.0,66.0,1983.0,56.1,1983.0,60.6,1983.0,74.3,1983.0,62.9,1983.0,49.3,1983.0,40.3,1983.0,46.4,1983.0,36.2,1471.0,21.9,1174.0,58.1,1983.0,84.9,1983.0,56.3,1983.0,,,,,,,9.7,945.0,29.3,1983.0,,,,,64.9,1983.0,4.0,1983.0,,,2.7,1983.0,52.2,1983.0,9.4,1983.0,8.9,1983.0,54.1,1471.0,69.1,1983.0,68.9,1983.0,18.3,1983.0,80.2,1983.0,71.8,1983.0,73.8,1983.0,87.7,1983.0,18.6,1983.0,58.2,1820.0,37.1,1983.0,2.2,1983.0,,,60.9,1983.0,,,80.5,948.0,22.3,876.0,,
Denmark,100,,,89.4,2014.0,48.1,2014.0,82.1,2014.0,69.6,2014.0,92.4,2014.0,84.3,2014.0,68.2,2014.0,80.3,2014.0,,,82.4,2014.0,48.1,2014.0,73.4,2014.0,54.4,1197.0,59.9,504.0,47.2,2014.0,87.6,2014.0,,,,,,,,,16.1,1957.0,25.4,2014.0,,,,,71.1,2014.0,17.0,2014.0,14.6,973.0,2.1,2014.0,,,,,,,,,,,,,,,5.4,2014.0,,,,,,,8.9,2014.0,45.2,962.0,19.3,2014.0,1.8,2014.0,,,90.6,2014.0,,,89.3,1961.0,89.7,1856.0,,
Denmark,131,,,79.3,2009.0,32.6,2009.0,64.2,2009.0,62.1,2009.0,83.3,2009.0,65.7,2009.0,59.0,2009.0,73.2,2009.0,,,70.9,2009.0,33.0,2009.0,48.5,2009.0,37.4,1183.0,28.2,557.0,46.9,2009.0,84.6,2009.0,,,,,,,,,18.8,1944.0,20.0,2009.0,82.3,957.0,,,76.2,2009.0,16.3,2009.0,21.0,1935.0,2.1,2009.0,,,,,,,,,,,,,,,6.5,2009.0,,,,,,,11.0,2009.0,39.3,1940.0,16.7,2009.0,2.0,2009.0,,,87.3,2009.0,,,84.6,1955.0,85.4,1813.0,,
Denmark,161,74.1,1011.0,70.4,2017.0,20.2,2017.0,44.0,2017.0,51.8,2017.0,65.0,2017.0,45.3,2017.0,53.5,2017.0,67.6,2017.0,,,61.6,2017.0,21.1,2017.0,31.6,2017.0,21.3,1160.0,18.1,535.0,37.9,2017.0,83.8,2017.0,28.3,1011.0,,,,,,,19.2,1942.0,13.6,2017.0,83.7,1938.0,,,75.2,2017.0,15.3,2017.0,19.9,1937.0,1.9,2017.0,16.2,1011.0,32.2,1011.0,2.2,1011.0,5.8,572.0,2.0,1011.0,3.6,1011.0,17.5,1011.0,4.3,2017.0,21.4,1011.0,44.9,1011.0,3.0,1011.0,20.0,2017.0,36.1,1932.0,12.7,2017.0,2.2,2017.0,,,86.8,2017.0,,,83.9,1938.0,84.9,1751.0,,
Denmark,192,71.4,1947.0,56.7,1947.0,15.4,1947.0,32.0,1947.0,42.9,1947.0,53.5,1947.0,34.7,1947.0,48.4,1947.0,59.9,1947.0,,,52.5,1947.0,15.2,1947.0,23.5,1947.0,17.0,1136.0,18.9,544.0,38.7,1947.0,84.1,1947.0,30.9,1947.0,,,,,,,17.9,1889.0,10.9,1947.0,84.3,1860.0,,,79.4,1947.0,14.3,1947.0,17.2,1866.0,2.7,1947.0,15.4,1947.0,29.8,1947.0,2.3,1947.0,5.8,1136.0,3.8,1947.0,4.3,1947.0,14.8,1947.0,4.2,1947.0,29.9,1947.0,51.4,1947.0,4.3,1947.0,20.1,1947.0,41.2,1853.0,9.8,1947.0,2.3,1947.0,,,86.0,1947.0,,,83.6,1886.0,82.8,1678.0,,
Denmark,223,71.0,2019.0,61.2,2019.0,18.1,2019.0,35.0,2019.0,43.5,2019.0,51.2,2019.0,36.1,2019.0,52.6,2019.0,62.6,2019.0,,,59.1,2019.0,18.5,2019.0,25.8,2019.0,15.0,1230.0,15.4,586.0,38.8,2019.0,83.9,2019.0,31.3,2019.0,,,,,,,19.1,1941.0,11.7,2019.0,82.0,1933.0,,,82.5,2019.0,16.3,2019.0,11.5,1930.0,2.9,2019.0,15.8,2019.0,31.8,2019.0,2.5,2019.0,9.2,1230.0,5.4,2019.0,6.6,2019.0,10.7,2019.0,9.7,2019.0,45.2,2019.0,66.9,2019.0,11.9,2019.0,23.3,2019.0,45.3,1911.0,10.8,2019.0,2.2,2019.0,,,86.7,2019.0,,,84.7,1932.0,85.8,1783.0,,
Denmark,253,74.0,2019.0,62.5,2019.0,18.3,2019.0,34.8,2019.0,42.0,2019.0,52.8,2019.0,37.4,2019.0,52.0,2019.0,63.2,2019.0,61.8,2019.0,57.6,2019.0,18.0,2019.0,26.2,2019.0,17.5,1147.0,,,37.2,2019.0,86.1,2019.0,32.8,2019.0,,,,,,,20.4,979.0,12.0,2019.0,80.8,1926.0,,,83.5,2019.0,15.2,2019.0,,,1.9,2019.0,21.1,2019.0,33.2,2019.0,1.7,2019.0,9.4,1147.0,5.5,2019.0,6.8,2019.0,9.2,2019.0,22.0,2019.0,47.8,2019.0,65.0,2019.0,36.6,2019.0,21.1,2019.0,44.9,1928.0,11.2,2019.0,2.0,2019.0,,,88.4,2019.0,,,83.8,974.0,85.4,872.0,,
Denmark,284,71.1,2696.0,69.1,2696.0,21.5,2696.0,41.6,2696.0,46.0,2696.0,64.4,2696.0,47.1,2696.0,56.3,2696.0,68.9,2696.0,67.2,2696.0,59.2,2696.0,20.7,2696.0,32.8,2696.0,24.2,1585.0,14.3,672.0,41.0,2696.0,86.6,2696.0,33.0,2696.0,,,,,,,17.1,2616.0,14.4,2696.0,76.5,2559.0,,,83.0,2696.0,14.9,2696.0,,,2.1,2696.0,22.5,2696.0,33.4,2696.0,3.5,2696.0,19.6,1585.0,13.4,2696.0,17.2,2696.0,8.8,2696.0,33.7,2696.0,46.7,2696.0,62.8,2696.0,46.7,2696.0,14.5,2695.0,,,12.9,2696.0,2.0,2696.0,,,86.2,2696.0,,,76.9,2607.0,85.6,2398.0,,
Denmark,314,74.4,1332.0,75.4,1332.0,24.9,1332.0,49.5,1332.0,53.7,1332.0,78.9,1332.0,55.3,1332.0,58.1,1332.0,76.0,1332.0,74.6,1332.0,62.2,1332.0,24.8,1332.0,39.8,1332.0,25.1,738.0,,,43.5,1332.0,90.2,1332.0,31.8,1332.0,,,34.2,1006.0,33.9,1006.0,17.7,1306.0,15.8,1332.0,73.9,1253.0,64.2,1006.0,85.9,1332.0,14.0,1332.0,,,2.3,1332.0,24.2,1332.0,29.1,1332.0,2.6,1332.0,34.0,738.0,72.6,1332.0,91.6,1332.0,5.8,1332.0,82.4,1332.0,51.0,1332.0,64.0,1332.0,65.2,1332.0,12.9,1332.0,,,13.8,1332.0,1.9,1332.0,,,89.6,1332.0,53.8,1006.0,77.7,1293.0,87.5,1196.0,42.2,1006.0
Denmark,345,67.6,1001.0,81.1,1001.0,34.1,1001.0,63.2,1001.0,63.8,1001.0,84.9,1001.0,67.2,1001.0,61.3,1001.0,80.6,1001.0,82.5,1001.0,69.0,1001.0,33.5,1001.0,54.8,1001.0,35.4,577.0,,,46.9,1001.0,88.4,1001.0,33.1,1001.0,,,34.2,1001.0,38.9,1001.0,20.0,977.0,19.6,1001.0,71.6,951.0,64.9,1001.0,83.3,1001.0,15.5,1001.0,,,2.0,1001.0,24.9,1001.0,30.8,1001.0,2.7,1001.0,40.4,577.0,79.8,1001.0,93.0,1001.0,6.9,1001.0,83.9,1001.0,47.2,1001.0,64.9,1001.0,70.6,1001.0,10.8,1001.0,,,16.3,1001.0,1.7,1001.0,,,88.6,1001.0,53.1,1001.0,76.9,960.0,87.1,886.0,44.8,1001.0
Denmark,376,72.0,2579.0,87.6,2579.0,49.5,2579.0,75.1,2579.0,70.6,2579.0,88.8,2579.0,81.3,2579.0,,,85.1,2579.0,88.3,2579.0,77.4,2579.0,54.9,2579.0,69.7,2579.0,46.6,1542.0,67.7,610.0,,,90.1,2579.0,31.3,2579.0,64.3,1001.0,,,,,18.2,2537.0,,,77.2,2435.0,70.6,2579.0,82.8,2579.0,14.7,2579.0,,,1.8,2579.0,29.3,2579.0,30.1,2579.0,,,43.4,1542.0,62.7,2579.0,92.6,2579.0,6.0,2579.0,79.8,2579.0,51.2,2579.0,69.3,2579.0,65.1,2579.0,7.9,2579.0,,,,,1.7,2579.0,76.3,2579.0,89.1,2579.0,65.7,2579.0,81.3,2525.0,89.1,2372.0,34.2,2579.0
Denmark,404,75.6,2471.0,88.3,2471.0,43.8,2471.0,73.7,2471.0,66.6,2471.0,90.6,2471.0,79.2,2471.0,,,84.8,2471.0,88.6,2471.0,76.5,2471.0,53.2,2471.0,66.5,2471.0,43.3,1445.0,59.2,579.0,,,92.5,2471.0,31.4,2471.0,,,,,,,18.6,2430.0,,,75.0,2368.0,69.4,2471.0,85.6,2471.0,14.6,2470.0,,,2.0,2471.0,30.8,2471.0,26.5,2471.0,,,43.5,1445.0,51.5,2471.0,94.7,2471.0,,,79.8,2471.0,,,,,58.9,2471.0,6.4,2471.0,,,,,1.5,2471.0,78.0,2471.0,91.1,2471.0,72.0,2376.0,84.9,2422.0,88.8,2280.0,33.6,2471.0
Denmark,435,73.3,2006.0,84.4,2006.0,39.1,2006.0,67.4,2006.0,63.1,2006.0,85.6,2006.0,74.5,2006.0,,,83.1,2006.0,84.7,2006.0,74.1,2006.0,44.2,2006.0,59.9,2006.0,39.6,1185.0,,,,,89.5,2006.0,30.8,2006.0,,,,,,,16.6,1975.0,,,73.0,1908.0,63.4,2006.0,84.8,2006.0,15.2,2006.0,,,1.9,2006.0,28.6,2006.0,25.0,2006.0,,,45.6,1185.0,71.8,2006.0,92.9,2006.0,,,80.0,2006.0,,,,,66.8,2006.0,9.5,2006.0,,,,,1.9,2006.0,71.4,2006.0,89.2,2006.0,64.7,1713.0,82.5,1975.0,87.1,1834.0,40.1,2006.0
Finland,100,,,83.3,2007.0,44.4,2007.0,82.8,2007.0,69.4,2007.0,88.4,2007.0,80.7,2007.0,73.9,2007.0,77.4,2007.0,,,78.7,2007.0,47.1,2007.0,65.5,2007.0,46.3,938.0,,,38.5,2007.0,87.8,2007.0,,,,,,,,,13.7,1963.0,42.0,2007.0,,,,,59.0,2007.0,11.0,2007.0,12.1,955.0,1.7,2007.0,,,,,,,,,,,,,,,7.9,2007.0,,,,,,,15.9,2007.0,35.4,949.0,20.6,2007.0,1.5,2007.0,,,93.9,2007.0,,,82.7,1959.0,87.7,1802.0,,
Finland,131,,,75.6,2008.0,29.6,2008.0,72.1,2008.0,52.7,2008.0,80.9,2008.0,68.5,2008.0,69.0,2008.0,72.9,2008.0,,,71.7,2008.0,34.2,2008.0,48.5,2008.0,39.8,983.0,,,31.8,2008.0,87.3,2008.0,,,,,,,,,14.3,1975.0,35.3,2008.0,81.0,946.0,,,66.0,2008.0,10.8,2008.0,15.8,1928.0,2.1,2008.0,,,,,,,,,,,,,,,8.1,2008.0,,,,,,,22.7,2008.0,31.3,1919.0,16.7,2008.0,1.8,2008.0,,,92.0,2008.0,,,79.5,1968.0,85.5,1727.0,,
Finland,161,75.4,1002.0,62.6,2013.0,21.1,2013.0,53.8,2013.0,42.1,2013.0,63.4,2013.0,49.3,2013.0,59.2,2013.0,61.5,2013.0,,,59.8,2013.0,23.6,2013.0,34.2,2013.0,30.7,1003.0,,,29.5,2013.0,84.0,2013.0,37.4,1002.0,,,,,,,14.4,1976.0,24.3,2013.0,81.5,1910.0,,,67.1,2013.0,11.9,2013.0,21.5,1941.0,3.1,2013.0,40.8,1002.0,18.9,1002.0,1.4,1002.0,11.6,509.0,4.1,1002.0,4.6,1002.0,23.9,1002.0,6.8,2013.0,20.7,1002.0,54.7,1002.0,6.0,1002.0,26.6,2013.0,26.2,1904.0,14.0,2013.0,2.0,2013.0,,,88.2,2013.0,,,75.7,1982.0,78.8,1715.0,,
Finland,192,77.6,2007.0,56.1,2007.0,14.7,2007.0,43.6,2007.0,37.9,2007.0,55.7,2007.0,42.3,2007.0,54.5,2007.0,58.7,2007.0,,,52.1,2007.0,17.1,2007.0,26.3,2007.0,24.3,946.0,,,27.7,2007.0,84.5,2007.0,38.4,2007.0,,,,,,,13.6,1968.0,19.6,2007.0,82.7,1881.0,,,69.0,2007.0,10.2,2007.0,18.4,1921.0,2.0,2007.0,40.1,2007.0,19.3,2007.0,1.1,2007.0,9.0,946.0,3.1,2007.0,3.9,2007.0,20.0,2007.0,4.8,2007.0,26.5,2007.0,56.9,2007.0,4.0,2007.0,26.7,2007.0,25.6,1880.0,10.6,2007.0,2.0,2007.0,,,88.7,2007.0,,,76.4,1961.0,81.4,1677.0,,
Finland,223,80.6,2019.0,63.1,2019.0,20.5,2019.0,47.9,2019.0,40.0,2019.0,60.4,2019.0,46.4,2019.0,60.4,2019.0,64.0,2019.0,,,58.6,2019.0,20.7,2019.0,28.8,2019.0,23.7,958.0,,,30.4,2019.0,87.8,2019.0,40.1,2019.0,,,,,,,15.3,1988.0,20.6,2019.0,73.8,1916.0,,,76.7,2019.0,11.6,2019.0,13.9,1929.0,3.5,2019.0,45.8,2019.0,23.2,2019.0,1.6,2019.0,13.8,958.0,4.5,2019.0,6.1,2019.0,21.0,2019.0,10.7,2019.0,36.7,2019.0,65.7,2019.0,10.3,2019.0,33.0,2019.0,32.2,1914.0,12.4,2019.0,2.0,2019.0,,,90.9,2019.0,,,77.9,1976.0,82.9,1744.0,,
Finland,253,79.3,2003.0,62.5,2003.0,19.8,2003.0,46.5,2003.0,36.2,2003.0,59.5,2003.0,44.4,2003.0,58.9,2003.0,63.7,2003.0,63.5,2003.0,58.2,2003.0,17.1,2003.0,29.5,2003.0,22.3,972.0,,,29.7,2003.0,86.8,2003.0,39.2,2003.0,,,,,,,14.3,983.0,19.4,2003.0,74.0,1897.0,,,76.5,2003.0,11.9,2003.0,,,2.3,2003.0,45.8,2003.0,23.1,2003.0,1.6,2003.0,14.9,972.0,6.9,2003.0,9.1,2003.0,19.7,2003.0,17.4,2003.0,35.1,2003.0,66.5,2003.0,19.5,2003.0,31.3,2003.0,30.0,1903.0,10.2,2003.0,1.8,2003.0,,,90.3,2003.0,,,79.2,981.0,84.2,860.0,,
