date,vaccine,total_vaccinations,location
2021-02-18,Pfizer/BioNTech,157930,Lithuania
2021-02-19,Pfizer/BioNTech,165142,Lithuania
2021-02-19,Moderna,9335,Lithuania
2021-02-19,Oxford/AstraZeneca,14804,Lithuania
2021-02-20,Oxford/AstraZeneca,15109,Lithuania
2021-02-20,Pfizer/BioNTech,165846,Lithuania
2021-02-22,Moderna,9504,Lithuania
2021-02-22,Oxford/AstraZeneca,17177,Lithuania
2021-02-22,Pfizer/BioNTech,169081,Lithuania
2021-02-23,Moderna,9917,Lithuania
2021-02-23,Oxford/AstraZeneca,19173,Lithuania
2021-02-23,Pfizer/BioNTech,175297,Lithuania
2021-02-24,Pfizer/BioNTech,184126,Lithuania
2021-02-24,Moderna,10050,Lithuania
2021-02-24,Oxford/AstraZeneca,21877,Lithuania
2021-02-25,Moderna,10761,Lithuania
2021-02-25,Oxford/AstraZeneca,25948,Lithuania
2021-02-25,Pfizer/BioNTech,191161,Lithuania
2021-02-26,Moderna,12264,Lithuania
2021-02-26,Oxford/AstraZeneca,30206,Lithuania
2021-02-26,Pfizer/BioNTech,195373,Lithuania
2021-02-27,Oxford/AstraZeneca,30763,Lithuania
2021-02-27,Pfizer/BioNTech,195515,Lithuania
2021-02-28,Pfizer/BioNTech,195566,Lithuania
2021-02-28,Oxford/AstraZeneca,31122,Lithuania
2021-03-01,Oxford/AstraZeneca,33919,Lithuania
2021-03-01,Pfizer/BioNTech,196839,Lithuania
2021-03-01,Moderna,15724,Lithuania
2021-03-02,Oxford/AstraZeneca,35587,Lithuania
2021-03-02,Pfizer/BioNTech,202615,Lithuania
2021-03-02,Moderna,17608,Lithuania
2021-03-03,Moderna,19405,Lithuania
2021-03-03,Oxford/AstraZeneca,38715,Lithuania
2021-03-03,Pfizer/BioNTech,209593,Lithuania
2021-03-04,Moderna,20470,Lithuania
2021-03-04,Oxford/AstraZeneca,42167,Lithuania
2021-03-04,Pfizer/BioNTech,220428,Lithuania
2021-03-05,Moderna,21050,Lithuania
2021-03-05,Oxford/AstraZeneca,46431,Lithuania
2021-03-05,Pfizer/BioNTech,229516,Lithuania
2021-03-06,Oxford/AstraZeneca,46694,Lithuania
2021-03-06,Pfizer/BioNTech,229790,Lithuania
2021-03-06,Moderna,21138,Lithuania
2021-03-07,Pfizer/BioNTech,229791,Lithuania
2021-03-08,Moderna,21620,Lithuania
2021-03-08,Oxford/AstraZeneca,53376,Lithuania
2021-03-08,Pfizer/BioNTech,231519,Lithuania
2021-03-09,Moderna,22585,Lithuania
2021-03-09,Oxford/AstraZeneca,56131,Lithuania
2021-03-09,Pfizer/BioNTech,239658,Lithuania
2021-03-10,Moderna,22778,Lithuania
2021-03-10,Oxford/AstraZeneca,62142,Lithuania
2021-03-10,Pfizer/BioNTech,249052,Lithuania
2021-03-11,Pfizer/BioNTech,249832,Lithuania
2021-03-11,Oxford/AstraZeneca,62498,Lithuania
2021-03-12,Oxford/AstraZeneca,68694,Lithuania
2021-03-12,Pfizer/BioNTech,261280,Lithuania
2021-03-12,Moderna,23032,Lithuania
2021-03-13,Oxford/AstraZeneca,68982,Lithuania
2021-03-13,Pfizer/BioNTech,262737,Lithuania
2021-03-14,Oxford/AstraZeneca,68990,Lithuania
2021-03-14,Pfizer/BioNTech,262753,Lithuania
2021-03-15,Moderna,23132,Lithuania
2021-03-15,Oxford/AstraZeneca,74746,Lithuania
2021-03-15,Pfizer/BioNTech,264868,Lithuania
2021-03-16,Moderna,23334,Lithuania
2021-03-16,Oxford/AstraZeneca,78067,Lithuania
2021-03-16,Pfizer/BioNTech,271533,Lithuania
2021-03-17,Pfizer/BioNTech,281772,Lithuania
2021-03-17,Moderna,23440,Lithuania
2021-03-17,Oxford/AstraZeneca,78163,Lithuania
2021-03-18,Moderna,23571,Lithuania
2021-03-18,Oxford/AstraZeneca,78190,Lithuania
2021-03-18,Pfizer/BioNTech,289957,Lithuania
2021-03-19,Moderna,25779,Lithuania
2021-03-19,Oxford/AstraZeneca,78714,Lithuania
2021-03-19,Pfizer/BioNTech,296468,Lithuania
2021-03-20,Moderna,26313,Lithuania
2021-03-20,Pfizer/BioNTech,296668,Lithuania
2021-03-21,Moderna,26315,Lithuania
2021-03-21,Pfizer/BioNTech,296698,Lithuania
2021-03-22,Pfizer/BioNTech,297814,Lithuania
2021-03-22,Moderna,31113,Lithuania
2021-03-22,Oxford/AstraZeneca,81002,Lithuania
2021-03-23,Pfizer/BioNTech,306335,Lithuania
2021-03-23,Moderna,32670,Lithuania
2021-03-23,Oxford/AstraZeneca,83750,Lithuania
2021-03-24,Moderna,33784,Lithuania
2021-03-24,Oxford/AstraZeneca,88337,Lithuania
2021-03-24,Pfizer/BioNTech,318162,Lithuania
2021-03-25,Moderna,34789,Lithuania
2021-03-25,Oxford/AstraZeneca,92775,Lithuania
2021-03-25,Pfizer/BioNTech,329593,Lithuania
2021-03-26,Moderna,36413,Lithuania
2021-03-26,Oxford/AstraZeneca,98313,Lithuania
2021-03-26,Pfizer/BioNTech,338814,Lithuania
2021-03-27,Oxford/AstraZeneca,101132,Lithuania
2021-03-27,Pfizer/BioNTech,339064,Lithuania
2021-03-27,Moderna,36489,Lithuania
2021-03-28,Oxford/AstraZeneca,101232,Lithuania
2021-03-28,Pfizer/BioNTech,339148,Lithuania
2021-03-29,Moderna,37911,Lithuania
2021-03-29,Oxford/AstraZeneca,106684,Lithuania
2021-03-29,Pfizer/BioNTech,340135,Lithuania
2021-03-30,Moderna,38093,Lithuania
2021-03-30,Oxford/AstraZeneca,109163,Lithuania
2021-03-30,Pfizer/BioNTech,350221,Lithuania
2021-03-31,Moderna,39527,Lithuania
2021-03-31,Oxford/AstraZeneca,111215,Lithuania
2021-03-31,Pfizer/BioNTech,367284,Lithuania
2021-04-01,Pfizer/BioNTech,375384,Lithuania
2021-04-01,Moderna,46726,Lithuania
2021-04-01,Oxford/AstraZeneca,114019,Lithuania
2021-04-02,Moderna,53196,Lithuania
2021-04-02,Oxford/AstraZeneca,119614,Lithuania
2021-04-02,Pfizer/BioNTech,382879,Lithuania
2021-04-03,Moderna,53389,Lithuania
2021-04-03,Oxford/AstraZeneca,127316,Lithuania
2021-04-03,Pfizer/BioNTech,383639,Lithuania
2021-04-04,Pfizer/BioNTech,383645,Lithuania
2021-04-04,Oxford/AstraZeneca,129719,Lithuania
2021-04-05,Pfizer/BioNTech,383838,Lithuania
2021-04-05,Oxford/AstraZeneca,133230,Lithuania
2021-04-05,Moderna,53399,Lithuania
2021-04-06,Moderna,56064,Lithuania
2021-04-06,Oxford/AstraZeneca,143781,Lithuania
2021-04-06,Pfizer/BioNTech,385206,Lithuania
2021-04-07,Oxford/AstraZeneca,153562,Lithuania
2021-04-07,Moderna,57315,Lithuania
2021-04-07,Pfizer/BioNTech,386659,Lithuania
2021-04-08,Oxford/AstraZeneca,156222,Lithuania
2021-04-08,Moderna,58531,Lithuania
2021-04-08,Pfizer/BioNTech,408616,Lithuania
2021-04-09,Oxford/AstraZeneca,160870,Lithuania
2021-04-09,Moderna,58952,Lithuania
2021-04-09,Pfizer/BioNTech,434343,Lithuania
2021-04-10,Oxford/AstraZeneca,164547,Lithuania
2021-04-10,Moderna,58998,Lithuania
2021-04-10,Pfizer/BioNTech,443095,Lithuania
