location,total_vaccinations,people_vaccinated,people_fully_vaccinated,date,source_url,vaccine
England,31024182.0,26719422.0,4304760.0,2021-04-03,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31090290.0,26746039.0,4344251.0,2021-04-04,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31164176.0,26765865.0,4398311.0,2021-04-05,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31380938.0,26820161.0,4560777.0,2021-04-06,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,31812141.0,26879123.0,4933018.0,2021-04-07,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,32270892.0,26934662.0,5336230.0,2021-04-08,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,32737372.0,26996936.0,5740436.0,2021-04-09,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,33248869.0,27070991.0,6177878.0,2021-04-10,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,33445922.0,27107590.0,6338332.0,2021-04-11,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
England,33637546.0,27132941.0,6504605.0,2021-04-12,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
