location,date,vaccine,total_vaccinations,source_url,people_vaccinated,people_fully_vaccinated
Iceland,2021-03-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",54868,https://www.covid.is/tolulegar-upplysingar-boluefni,37962,16906
Iceland,2021-03-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",58029,https://www.covid.is/tolulegar-upplysingar-boluefni,38142,19887
Iceland,2021-03-25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",59903,https://www.covid.is/tolulegar-upplysingar-boluefni,39578,20325
Iceland,2021-03-26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",60366,https://www.covid.is/tolulegar-upplysingar-boluefni,39633,20733
Iceland,2021-03-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",66156,https://www.covid.is/tolulegar-upplysingar-boluefni,45422,20734
Iceland,2021-03-31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",72987,https://www.covid.is/tolulegar-upplysingar-boluefni,49289,23698
Iceland,2021-04-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",74603,https://www.covid.is/tolulegar-upplysingar-boluefni,50259,24344
Iceland,2021-04-08,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",79726,https://www.covid.is/tolulegar-upplysingar-boluefni,52634,27092
Iceland,2021-04-09,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",86368,https://www.covid.is/tolulegar-upplysingar-boluefni,58567,27801
Iceland,2021-04-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",89190,https://www.covid.is/tolulegar-upplysingar-boluefni,61134,28056
Iceland,2021-04-14,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",95439,https://www.covid.is/tolulegar-upplysingar-boluefni,67158,28281
Iceland,2021-04-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",98672,https://www.covid.is/tolulegar-upplysingar-boluefni,70058,28614
Iceland,2021-04-19,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",100168,https://www.covid.is/tolulegar-upplysingar-boluefni,70482,29686
Iceland,2021-04-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",113330,https://www.covid.is/tolulegar-upplysingar-boluefni,80721,32609
Iceland,2021-04-28,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",121530,https://www.covid.is/tolulegar-upplysingar-boluefni,87038,34492
Iceland,2021-04-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",133064,https://www.covid.is/tolulegar-upplysingar-boluefni,98008,35432
Iceland,2021-04-30,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",145261,https://www.covid.is/tolulegar-upplysingar-boluefni,109409,36228
Iceland,2021-05-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",146111,https://www.covid.is/tolulegar-upplysingar-boluefni,110199,36376
Iceland,2021-05-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",157230,https://www.covid.is/tolulegar-upplysingar-boluefni,115447,42301
Iceland,2021-05-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",167168,https://www.covid.is/tolulegar-upplysingar-boluefni,124014,50192
