location,date,vaccine,total_vaccinations,people_vaccinated,source_url,people_fully_vaccinated
Moldova,2021-04-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",67085,67085,https://vaccinare.gov.md/,0
Moldova,2021-04-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",71780,71780,https://vaccinare.gov.md/,0
Moldova,2021-04-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",78665,,https://vaccinare.gov.md/,
Moldova,2021-04-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",86016,78019,https://vaccinare.gov.md/,7997
Moldova,2021-04-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",91743,82267,https://vaccinare.gov.md/,9476
Moldova,2021-04-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",93466,83641,https://vaccinare.gov.md/,9825
Moldova,2021-04-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",96372,86131,https://vaccinare.gov.md/,10241
Moldova,2021-04-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",99639,88824,https://vaccinare.gov.md/,10815
Moldova,2021-04-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",109899,98541,https://vaccinare.gov.md/,11358
Moldova,2021-04-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",120254,108760,https://vaccinare.gov.md/,11494
Moldova,2021-04-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",124695,113135,https://vaccinare.gov.md/,11560
Moldova,2021-04-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",132600,119583,https://vaccinare.gov.md/,13017
Moldova,2021-04-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",139505,124505,https://vaccinare.gov.md/,15000
Moldova,2021-04-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",145117,128587,https://vaccinare.gov.md/,16530
Moldova,2021-04-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",147315,130218,https://vaccinare.gov.md/,17097
Moldova,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",150384,132065,https://vaccinare.gov.md/,18319
Moldova,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",160476,140174,https://vaccinare.gov.md/,20302
Moldova,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",171820,150173,https://vaccinare.gov.md/,21647
Moldova,2021-05-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",182717,159420,https://vaccinare.gov.md/,23297
