date,vaccine,total_vaccinations,location
2021-04-10,Oxford/AstraZeneca,108234,Latvia
2021-04-11,Oxford/AstraZeneca,108320,Latvia
2021-04-12,Moderna,31068,Latvia
2021-04-12,Oxford/AstraZeneca,109753,Latvia
2021-04-12,Pfizer/BioNTech,42145,Latvia
2021-04-13,Moderna,31946,Latvia
2021-04-13,Oxford/AstraZeneca,111320,Latvia
2021-04-13,Pfizer/BioNTech,43369,Latvia
2021-04-14,Moderna,33809,Latvia
2021-04-14,Oxford/AstraZeneca,113341,Latvia
2021-04-14,Pfizer/BioNTech,45771,Latvia
2021-04-15,Moderna,35608,Latvia
2021-04-15,Oxford/AstraZeneca,115183,Latvia
2021-04-15,Pfizer/BioNTech,48037,Latvia
2021-04-16,Oxford/AstraZeneca,119911,Latvia
2021-04-16,Pfizer/BioNTech,51405,Latvia
2021-04-16,Moderna,36467,Latvia
2021-04-17,Moderna,36677,Latvia
2021-04-17,Oxford/AstraZeneca,125059,Latvia
2021-04-17,Pfizer/BioNTech,52215,Latvia
2021-04-18,Moderna,36773,Latvia
2021-04-18,Oxford/AstraZeneca,125444,Latvia
2021-04-18,Pfizer/BioNTech,52653,Latvia
2021-04-19,Oxford/AstraZeneca,126257,Latvia
2021-04-19,Moderna,38077,Latvia
2021-04-19,Pfizer/BioNTech,54384,Latvia
2021-04-20,Moderna,41983,Latvia
2021-04-20,Oxford/AstraZeneca,127217,Latvia
2021-04-20,Pfizer/BioNTech,56763,Latvia
2021-04-21,Oxford/AstraZeneca,128566,Latvia
2021-04-21,Pfizer/BioNTech,60158,Latvia
2021-04-21,Moderna,47310,Latvia
2021-04-22,Pfizer/BioNTech,63168,Latvia
2021-04-22,Moderna,53185,Latvia
2021-04-22,Oxford/AstraZeneca,129398,Latvia
2021-04-23,Moderna,57195,Latvia
2021-04-23,Oxford/AstraZeneca,130518,Latvia
2021-04-23,Pfizer/BioNTech,68268,Latvia
2021-04-24,Moderna,57548,Latvia
2021-04-24,Oxford/AstraZeneca,131166,Latvia
2021-04-24,Pfizer/BioNTech,72651,Latvia
2021-04-25,Moderna,57768,Latvia
2021-04-25,Oxford/AstraZeneca,131248,Latvia
2021-04-25,Pfizer/BioNTech,73715,Latvia
2021-04-26,Moderna,59828,Latvia
2021-04-26,Oxford/AstraZeneca,132712,Latvia
2021-04-26,Pfizer/BioNTech,74539,Latvia
2021-04-27,Oxford/AstraZeneca,134752,Latvia
2021-04-27,Pfizer/BioNTech,76207,Latvia
2021-04-27,Moderna,63085,Latvia
2021-04-27,Johnson&Johnson,28,Latvia
2021-04-28,Johnson&Johnson,93,Latvia
2021-04-28,Moderna,67067,Latvia
2021-04-28,Oxford/AstraZeneca,137448,Latvia
2021-04-28,Pfizer/BioNTech,83166,Latvia
2021-04-29,Johnson&Johnson,134,Latvia
2021-04-29,Moderna,71127,Latvia
2021-04-29,Oxford/AstraZeneca,140125,Latvia
2021-04-29,Pfizer/BioNTech,89136,Latvia
2021-04-30,Johnson&Johnson,156,Latvia
2021-04-30,Moderna,73901,Latvia
2021-04-30,Oxford/AstraZeneca,142150,Latvia
2021-04-30,Pfizer/BioNTech,94155,Latvia
2021-05-01,Oxford/AstraZeneca,142365,Latvia
2021-05-01,Moderna,74097,Latvia
2021-05-01,Pfizer/BioNTech,98954,Latvia
2021-05-02,Oxford/AstraZeneca,142386,Latvia
2021-05-02,Moderna,74128,Latvia
2021-05-02,Pfizer/BioNTech,100285,Latvia
