date,vaccine,total_vaccinations,location
2021-03-15,Moderna,290005,Italy
2021-03-15,Oxford/AstraZeneca,1175704,Italy
2021-03-15,Pfizer/BioNTech,5553271,Italy
2021-03-16,Moderna,302137,Italy
2021-03-16,Oxford/AstraZeneca,1176119,Italy
2021-03-16,Pfizer/BioNTech,5680792,Italy
2021-03-17,Pfizer/BioNTech,5834249,Italy
2021-03-17,Oxford/AstraZeneca,1176438,Italy
2021-03-17,Moderna,313453,Italy
2021-03-18,Moderna,326378,Italy
2021-03-18,Oxford/AstraZeneca,1176600,Italy
2021-03-18,Pfizer/BioNTech,5984277,Italy
2021-03-19,Moderna,337542,Italy
2021-03-19,Oxford/AstraZeneca,1194438,Italy
2021-03-19,Pfizer/BioNTech,6129930,Italy
2021-03-20,Oxford/AstraZeneca,1243785,Italy
2021-03-20,Pfizer/BioNTech,6242245,Italy
2021-03-20,Moderna,349982,Italy
2021-03-21,Pfizer/BioNTech,6318204,Italy
2021-03-21,Oxford/AstraZeneca,1287756,Italy
2021-03-21,Moderna,359467,Italy
2021-03-22,Moderna,371407,Italy
2021-03-22,Oxford/AstraZeneca,1354898,Italy
2021-03-22,Pfizer/BioNTech,6430799,Italy
2021-03-23,Moderna,384849,Italy
2021-03-23,Oxford/AstraZeneca,1430650,Italy
2021-03-23,Pfizer/BioNTech,6562485,Italy
2021-03-24,Pfizer/BioNTech,6725421,Italy
2021-03-24,Oxford/AstraZeneca,1503635,Italy
2021-03-24,Moderna,400377,Italy
2021-03-25,Moderna,418452,Italy
2021-03-25,Oxford/AstraZeneca,1581049,Italy
2021-03-25,Pfizer/BioNTech,6893753,Italy
2021-03-26,Moderna,437451,Italy
2021-03-26,Oxford/AstraZeneca,1659791,Italy
2021-03-26,Pfizer/BioNTech,7061533,Italy
2021-03-27,Oxford/AstraZeneca,1726495,Italy
2021-03-27,Pfizer/BioNTech,7204573,Italy
2021-03-27,Moderna,466121,Italy
2021-03-28,Moderna,483240,Italy
2021-03-28,Oxford/AstraZeneca,1781442,Italy
2021-03-28,Pfizer/BioNTech,7294237,Italy
2021-03-29,Moderna,507680,Italy
2021-03-29,Oxford/AstraZeneca,1850611,Italy
2021-03-29,Pfizer/BioNTech,7439327,Italy
2021-03-30,Pfizer/BioNTech,7603550,Italy
2021-03-30,Oxford/AstraZeneca,1921474,Italy
2021-03-30,Moderna,536411,Italy
2021-03-31,Moderna,559578,Italy
2021-03-31,Oxford/AstraZeneca,1989095,Italy
2021-03-31,Pfizer/BioNTech,7813236,Italy
2021-04-01,Moderna,584424,Italy
2021-04-01,Oxford/AstraZeneca,2041355,Italy
2021-04-01,Pfizer/BioNTech,8018113,Italy
2021-04-02,Oxford/AstraZeneca,2105506,Italy
2021-04-02,Pfizer/BioNTech,8202201,Italy
2021-04-02,Moderna,614608,Italy
2021-04-03,Pfizer/BioNTech,8347542,Italy
2021-04-03,Oxford/AstraZeneca,2152112,Italy
2021-04-03,Moderna,650423,Italy
2021-04-04,Moderna,662555,Italy
2021-04-04,Oxford/AstraZeneca,2190206,Italy
2021-04-04,Pfizer/BioNTech,8393359,Italy
2021-04-05,Moderna,682617,Italy
2021-04-05,Oxford/AstraZeneca,2248871,Italy
2021-04-05,Pfizer/BioNTech,8484611,Italy
2021-04-06,Pfizer/BioNTech,8642847,Italy
2021-04-06,Oxford/AstraZeneca,2331720,Italy
2021-04-06,Moderna,721907,Italy
2021-04-06,Johnson&Johnson,5,Italy
2021-04-07,Moderna,751260,Italy
2021-04-07,Oxford/AstraZeneca,2411078,Italy
2021-04-07,Pfizer/BioNTech,8853517,Italy
2021-04-08,Moderna,784514,Italy
2021-04-08,Oxford/AstraZeneca,2466468,Italy
2021-04-08,Pfizer/BioNTech,9095284,Italy
2021-04-09,Oxford/AstraZeneca,2518007,Italy
2021-04-09,Pfizer/BioNTech,9339924,Italy
2021-04-09,Moderna,819315,Italy
2021-04-10,Moderna,858866,Italy
2021-04-10,Oxford/AstraZeneca,2578118,Italy
2021-04-10,Pfizer/BioNTech,9557596,Italy
2021-04-11,Moderna,876585,Italy
2021-04-11,Oxford/AstraZeneca,2615318,Italy
2021-04-11,Pfizer/BioNTech,9703369,Italy
2021-04-12,Pfizer/BioNTech,9865499,Italy
2021-04-12,Oxford/AstraZeneca,2693497,Italy
2021-04-12,Moderna,900819,Italy
2021-04-13,Moderna,928071,Italy
2021-04-13,Oxford/AstraZeneca,2788698,Italy
2021-04-13,Pfizer/BioNTech,10028418,Italy
2021-04-14,Moderna,954720,Italy
2021-04-14,Oxford/AstraZeneca,2888615,Italy
2021-04-14,Pfizer/BioNTech,10218969,Italy
2021-04-15,Oxford/AstraZeneca,2977058,Italy
2021-04-15,Pfizer/BioNTech,10451164,Italy
2021-04-15,Moderna,979178,Italy
2021-04-16,Pfizer/BioNTech,10698870,Italy
2021-04-16,Moderna,1000117,Italy
2021-04-16,Oxford/AstraZeneca,3083793,Italy
2021-04-17,Moderna,1021091,Italy
2021-04-17,Oxford/AstraZeneca,3191791,Italy
2021-04-17,Pfizer/BioNTech,10923087,Italy
2021-04-18,Moderna,1033941,Italy
2021-04-18,Oxford/AstraZeneca,3264568,Italy
2021-04-18,Pfizer/BioNTech,11077862,Italy
2021-04-19,Pfizer/BioNTech,11273229,Italy
2021-04-19,Oxford/AstraZeneca,3359929,Italy
2021-04-19,Moderna,1050807,Italy
2021-04-20,Moderna,1073984,Italy
2021-04-20,Oxford/AstraZeneca,3456401,Italy
2021-04-20,Pfizer/BioNTech,11483366,Italy
2021-04-21,Moderna,1103112,Italy
2021-04-21,Oxford/AstraZeneca,3557491,Italy
2021-04-21,Pfizer/BioNTech,11722074,Italy
2021-04-22,Pfizer/BioNTech,11992539,Italy
2021-04-22,Oxford/AstraZeneca,3647674,Italy
2021-04-22,Johnson&Johnson,293,Italy
2021-04-22,Moderna,1134196,Italy
2021-04-23,Johnson&Johnson,827,Italy
2021-04-23,Moderna,1165172,Italy
2021-04-23,Oxford/AstraZeneca,3743265,Italy
2021-04-23,Pfizer/BioNTech,12261768,Italy
2021-04-24,Johnson&Johnson,3622,Italy
2021-04-24,Moderna,1205489,Italy
2021-04-24,Oxford/AstraZeneca,3835968,Italy
2021-04-24,Pfizer/BioNTech,12504707,Italy
2021-04-25,Pfizer/BioNTech,12653614,Italy
2021-04-25,Johnson&Johnson,12173,Italy
2021-04-25,Moderna,1237091,Italy
2021-04-25,Oxford/AstraZeneca,3911553,Italy
2021-04-26,Oxford/AstraZeneca,3975331,Italy
2021-04-26,Pfizer/BioNTech,12880939,Italy
2021-04-26,Johnson&Johnson,21208,Italy
2021-04-26,Moderna,1274199,Italy
2021-04-27,Moderna,1323187,Italy
2021-04-27,Oxford/AstraZeneca,4040560,Italy
2021-04-27,Johnson&Johnson,28520,Italy
2021-04-27,Pfizer/BioNTech,13110562,Italy
