location,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,source_url,vaccine
Bahrain,2021-02-08,,201116,,https://twitter.com/MOH_Bahrain/status/1358883639925354496,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-09,,212940,,https://twitter.com/MOH_Bahrain/status/1359245782092767236,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-10,,219595,,https://twitter.com/MOH_Bahrain/status/1359608515564871683,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-11,,224919,,https://twitter.com/MOH_Bahrain/status/1359970657468116996,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-12,,232540,,https://twitter.com/MOH_Bahrain/status/1360333937541799942,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-13,,242260,,https://twitter.com/MOH_Bahrain/status/1360697328559140875,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-14,,248775,,https://twitter.com/MOH_Bahrain/status/1361057740689461248,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-15,,250946,,https://twitter.com/MOH_Bahrain/status/1361420363603734533,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-16,,252990,,https://twitter.com/MOH_Bahrain/status/1361785294136180736,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-17,,257580,,https://twitter.com/MOH_Bahrain/status/1362144927535267841,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-18,,263422,,https://twitter.com/MOH_Bahrain/status/1362507467976970242,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-19,,268273,,https://twitter.com/MOH_Bahrain/status/1362869649663266817,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-20,,271749,,https://twitter.com/MOH_Bahrain/status/1363232040737533961,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-21,,274960,,https://twitter.com/MOH_Bahrain/status/1363594441639030787,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-22,,278222,,https://twitter.com/MOH_Bahrain/status/1363959177241124871,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-23,,281425,,https://twitter.com/MOH_Bahrain/status/1364319305555468288,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-24,,284948,,https://twitter.com/MOH_Bahrain/status/1364681672755736580,"Pfizer/BioNTech, Sinopharm/Beijing"
Bahrain,2021-02-25,,290103,,https://twitter.com/MOH_Bahrain/status/1365044024827129860,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-02-26,,292917,,https://twitter.com/MOH_Bahrain/status/1365406359714414597,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-02-27,,295296,,https://twitter.com/MOH_Bahrain/status/1365770009713197056,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-02-28,,298171,,https://twitter.com/MOH_Bahrain/status/1366131147823075332,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-01,,301103,,https://twitter.com/MOH_Bahrain/status/1366495113195773955,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-02,,302671,,https://twitter.com/MOH_Bahrain/status/1366856063992160265,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-03,,303962,,https://twitter.com/MOH_Bahrain/status/1367218322799030277,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-04,,305619,,https://twitter.com/MOH_Bahrain/status/1367580708538097667,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-05,,307142,,https://twitter.com/MOH_Bahrain/status/1367943100207882248,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-06,506519.0,307145,199374.0,https://twitter.com/MOH_Bahrain/status/1368305486689402880,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-07,509907.0,308465,201442.0,https://twitter.com/MOH_Bahrain/status/1368667925461229568,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-08,512420.0,309741,202679.0,https://twitter.com/MOH_Bahrain/status/1369030241944023043,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-09,514559.0,310644,203915.0,https://twitter.com/MOH_Bahrain/status/1369392653306130433,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-10,517901.0,311829,206072.0,https://twitter.com/MOH_Bahrain/status/1369755048167759876,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-11,520429.0,312104,208325.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-12,522344.0,312119,210225.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-13,534625.0,322508,212117.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-14,551197.0,337016,214181.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-15,566796.0,349970,216826.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-16,580539.0,361241,219298.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-17,597446.0,374873,222573.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-18,613946.0,386426,227520.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-19,626751.0,396356,230395.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-20,640104.0,407322,232782.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-21,653236.0,417364,235872.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-22,667155.0,428240,238915.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-23,680081.0,439433,240648.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-24,694679.0,452551,242128.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-25,707980.0,464040,243940.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-26,717408.0,471927,245481.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-27,724001.0,478094,245907.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-28,735717.0,487640,248077.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-29,747008.0,496492,250516.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-30,755549.0,502541,253008.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-03-31,766317.0,510877,255440.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-01,775196.0,517603,257593.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-02,782530.0,522955,259575.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-03,797924.0,527339,270585.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-04,817379.0,530415,286964.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-05,836788.0,534356,302432.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-06,856326.0,539956,316370.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-07,879825.0,546540,333285.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-08,900875.0,552084,348791.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-09,919222.0,557298,361924.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-10,939068.0,562253,376815.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-11,956471.0,565171,391300.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-12,973982.0,568892,405090.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Bahrain,2021-04-13,989363.0,573564,415799.0,https://healthalert.gov.bh/en/,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
