location,total_vaccinations,people_vaccinated,people_fully_vaccinated,date,source_url,vaccine
Wales,290147.0,289566.0,581.0,2021-01-25,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,312944.0,312305.0,639.0,2021-01-26,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,336745.0,336071.0,674.0,2021-01-27,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,362970.0,362253.0,717.0,2021-01-28,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,378950.0,378200.0,750.0,2021-01-29,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,404249.0,403463.0,786.0,2021-01-30,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,417147.0,416306.0,841.0,2021-01-31,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,440706.0,439640.0,1066.0,2021-02-01,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,463657.0,462497.0,1160.0,2021-02-02,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,491786.0,490570.0,1216.0,2021-02-03,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,524677.0,523042.0,1635.0,2021-02-04,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,559468.0,556997.0,2471.0,2021-02-05,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,592228.0,589622.0,2606.0,2021-02-06,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,606768.0,603976.0,2792.0,2021-02-07,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,632251.0,628760.0,3491.0,2021-02-08,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,659106.0,655419.0,3687.0,2021-02-09,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,687892.0,684097.0,3795.0,2021-02-10,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,719954.0,715944.0,4010.0,2021-02-11,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,753669.0,749445.0,4224.0,2021-02-12,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,776224.0,771651.0,4573.0,2021-02-13,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,790211.0,784809.0,5402.0,2021-02-14,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,803178.0,795927.0,7251.0,2021-02-15,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,820339.0,807351.0,12988.0,2021-02-16,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,841975.0,822633.0,19342.0,2021-02-17,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,864498.0,839065.0,25433.0,2021-02-18,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,885906.0,853904.0,32002.0,2021-02-19,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,897856.0,860083.0,37773.0,2021-02-20,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,905000.0,862248.0,42752.0,2021-02-21,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,919382.0,869653.0,49729.0,2021-02-22,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,937785.0,878506.0,59279.0,2021-02-23,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,959121.0,889270.0,69851.0,2021-02-24,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,982396.0,902334.0,80062.0,2021-02-25,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1005389.0,916336.0,89053.0,2021-02-26,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1020023.0,923615.0,96408.0,2021-02-27,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1029488.0,925669.0,103819.0,2021-02-28,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1045201.0,933485.0,111716.0,2021-03-01,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1066798.0,942017.0,124781.0,2021-03-02,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1090985.0,951540.0,139445.0,2021-03-03,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1121861.0,967042.0,154819.0,2021-03-04,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1151582.0,983419.0,168163.0,2021-03-05,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1171113.0,995059.0,176054.0,2021-03-06,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1182035.0,998296.0,183739.0,2021-03-07,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1199421.0,1007391.0,192030.0,2021-03-08,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1225604.0,1019210.0,206394.0,2021-03-09,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1256043.0,1034141.0,221902.0,2021-03-10,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1294144.0,1056787.0,237357.0,2021-03-11,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1334355.0,1084329.0,250026.0,2021-03-12,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1370896.0,1113498.0,257398.0,2021-03-13,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1387186.0,1122931.0,264255.0,2021-03-14,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1412849.0,1139866.0,272983.0,2021-03-15,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1446436.0,1157251.0,289185.0,2021-03-16,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1484566.0,1180155.0,304411.0,2021-03-17,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1523077.0,1204101.0,318976.0,2021-03-18,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1561360.0,1231830.0,329530.0,2021-03-19,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1597728.0,1258769.0,338959.0,2021-03-20,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1619244.0,1273186.0,346058.0,2021-03-21,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1641597.0,1288250.0,353347.0,2021-03-22,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1669777.0,1302974.0,366803.0,2021-03-23,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1698983.0,1320188.0,378795.0,2021-03-24,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1731283.0,1341620.0,389663.0,2021-03-25,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1766098.0,1365355.0,400743.0,2021-03-26,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1800246.0,1387583.0,412663.0,2021-03-27,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1817612.0,1400750.0,416862.0,2021-03-28,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1837726.0,1413710.0,424016.0,2021-03-29,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1865120.0,1427183.0,437937.0,2021-03-30,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1893423.0,1443885.0,449538.0,2021-03-31,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1920657.0,1460880.0,459777.0,2021-04-01,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1936088.0,1472643.0,463445.0,2021-04-02,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1949319.0,1483201.0,466118.0,2021-04-03,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1958055.0,1490372.0,467683.0,2021-04-04,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1962443.0,1493192.0,469251.0,2021-04-05,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,1978211.0,1502641.0,475570.0,2021-04-06,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2004499.0,1519760.0,484739.0,2021-04-07,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2035440.0,1537122.0,498318.0,2021-04-08,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2065794.0,1556316.0,509478.0,2021-04-09,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2097929.0,1572752.0,525177.0,2021-04-10,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2116050.0,1587851.0,528199.0,2021-04-11,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
Wales,2140134.0,1602939.0,537195.0,2021-04-12,https://coronavirus.data.gov.uk/details/healthcare,"Oxford/AstraZeneca, Pfizer/BioNTech"
