label,preprocess,code_name,keep,full_name,title,subtitle
WCRex1,handling,government_responded_well,True,Do you think the Government are handling the issue of the Coronavirus (COVID-19) well?,Share of respondents who think their government has responded well to COVID-19,"Share of respondents who answered ""Very well"" or ""Somewhat well"" to the question: ""How well or badly do you think the Government is handling the issue of COVID-19?"""
i12_health_21,frequency,mask_at_home,True,Worn a face mask inside your home,Share of respondents who wear a mask at home,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you worn a face mask inside your home in order to protect yourself or others from COVID-19?"""
i12_health_22,frequency,mask_grocery_store,True,Worn a face mask inside a grocery store / supermarket,Share of respondents who wear a mask in grocery stores,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you worn a face mask inside a grocery store / supermarket in order to protect yourself or others from COVID-19?"""
i12_health_23,frequency,mask_clothing_store,True,Worn a face mask inside a clothing / footwear shop,Share of respondents who wear a mask in clothing shops,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you worn a face mask inside a clothing / footwear shop in order to protect yourself or others from COVID-19?"""
i12_health_24,frequency,mask_at_work,True,Worn a face mask at your place of work,Share of respondents who wear a mask at work,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you worn a face mask at your place of work in order to protect yourself or others from COVID-19?"""
i12_health_25,frequency,mask_public_transport,True,Worn a face mask on public transportation,Share of respondents who wear a mask on public transport,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you worn a face mask on public transportation in order to protect yourself or others from COVID-19?"""
r1_1,agreement,covid_dangerous_to_me,True,Coronavirus (COVID-19) is very dangerous for me,Share of respondents who believe COVID-19 is dangerous to them,"Share of respondents who agree with the statement: ""COVID-19 is very dangerous for me."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_2,agreement,likely_get_covid_future,True,It is likely that I will get coronavirus (COVID-19) in the future,Share of respondents who believe it is likely they will get COVID-19,"Share of respondents who agree with the statement: ""It is likely that I will get COVID-19 in the future."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_3,agreement,mask_protect_me,True,Wearing a mask will protect me against coronavirus (COVID-19),Share of respondents who believe wearing a face mask will protect them from COVID-19,"Share of respondents who agree with the statement: ""Wearing a mask will protect me against COVID-19."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_4,agreement,mask_protect_others,True,Wearing a mask will protect others against coronavirus (COVID-19),Share of respondents who believe wearing a face mask will protect others from COVID-19,"Share of respondents who agree with the statement: ""Wearing a mask will protect others against COVID-19."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_5,agreement,mask_not_possible,True,Wearing a mask to protect me against coronavirus (COVID-19) is not possible for me,Share of respondents who believe wearing a face mask is not possible for them,"Share of respondents who agree with the statement: ""Wearing a mask to protect me against COVID-19 is not possible for me."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_6,agreement,activities_improve_health,True,I feel it is important to carry out activities which will improve my health,Share of respondents who believe it is important to carry out activities which will improve their health,"Share of respondents who agree with the statement: ""I feel it is important to carry out activities which will improve my health."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
r1_7,agreement,life_greatly_affected,True,My life has been greatly affected by coronavirus (COVID-19),Share of respondents who believe their life has been greatly affected by COVID-19,"Share of respondents who agree with the statement: ""My life has been greatly affected by COVID-19."" Respondents were presented with a 1 to 7 scale, ranging from ""Disagree"" (1) to ""Agree"" (7). We consider responses of 5 or above to be in agreement with the statement."
ct2,binary,willingness_provide_contact_info,False,"If you were contacted, would you be willing provide contact information?",Share of respondents who would be willing to provide contact information,"Share of respondents who answered ""Yes"" to the question: ""If you were contacted, would you be willing provide contact information?"""
ct4,binary,willingness_share_people_contact_with,False,"If you tested positive for COVID-19 and are asked to share with health authorities the names of people you had been in contact with, would you share the names of all the people?",Share of respondents who would be willing to share contacts if they tested positive for COVID-19,"Share of respondents who answered ""Yes"" to the question: ""If you tested positive for COVID-19 and are asked to share with health authorities the names of people you had been in contact with, would you share the names of all the people?"""
i12_health_26,frequency,avoided_public_events,True,"Avoided attending public events, such as sports matches, festivals, theatres, clubs, or going to religious services",Share of respondents who avoid public events,"Share of respondents who answered ""Always"" or ""Frequently"" to the question: ""Thinking about the last 7 days, how often have you avoided attending public events (e.g. sports matches, festivals, theatres, clubs, religious services) in order to protect yourself or others from COVID-19?"""
ox5_1,trustworthiness,trust_people_in_region,False,Trustworthiness of most people in your region,Share of respondents who trust most people in their region,"Share of respondents who selected 4 or 5 on a 1-5 scale from "Not at all trustworthy" to "Completely trustworthy" with regards to the trustworthiness of most people in their region"
ox5_2,trustworthiness,trust_government,False,Trustworthiness of the government of your country,Share of respondents who trust government,"Share of respondents who selected 4 or 5 on a 1-5 scale from "Not at all trustworthy" to "Completely trustworthy" with regards to the trustworthiness of the government of their country"
ox6,efficiency,public_sector_efficiency,False,Would you say the public sector in your country is efficient?,Share of respondents who believe the public sector in their country is efficient,"Respondents were asked: ""How efficient would you say the public sector is in your country?"" Respondents recorded their answer on a 1 to 5 scale ranging from ""Not efficient at all"" (1) to ""Extremely efficient"" (5). We report the share of respondents that selected a 4 or 5 on this scale."
w1,unity,country_united,False,Is your country now more united than before the coronavirus (COVID-19) outbreak?,Share of respondents who believe their country is more united than before COVID-19,"Share of respondents who answered ""More united"" to the question: ""Is your country now more united or more divided than before the COVID-19 outbreak?"""
w2,strength,sense_of_belonging_community,False,Do you have a strong sense of belonging to your local community?,Share of respondents who have a strong sense of belonging in their community,"Share of respondents who answered ""Very strong"" or ""Somewhat strong"" to the question: ""How would you describe your sense of belonging to your local community?"""
w3,increase,sense_belonging_increased,False,Has your sense of belonging to your local community increased during the coronavirus (COVID-19) outbreak?,Share of respondents whose sense of belonging has increased since COVID-19,"Share of respondents who answered ""It has increased"" to the question: ""Has your sense of belonging to your local community changed during the COVID-19 outbreak?"""
w6,binary,community_care_last_month,False,"In your opinion, in the past month, have other people in your community provided assistance to others, such as a friend, neighbour or co-worker, for example childcare or running errands, without expecting anything in return?",Share of respondents who believe people in their community have provided assistance to others,"Share of respondents who answered ""Yes"" to the question: ""In your opinion, in the past month, have other people in your community (e.g. a friend, neighbour or co-worker) provided assistance to others (e.g. childcare or running errands) without expecting anything in return?"""
vac_1,agreement5_reverse,willingness_covid_vaccinate_this_week,True,"If a COVID-19 vaccine were made available to me this week, I would definitely get it",Share of respondents who would get a COVID-19 vaccine if it was available to them this week,"Share of respondents who agree with the statement: ""If a COVID-19 vaccine were made available to me this week, I would definitely get it."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac_2,agreement5_reverse,willingness_covid_vaccinate_2021,False,"If a COVID-19 vaccine becomes available to me in 2021, I definitely intend to get it",Share of respondents who intend to get a COVID-19 vaccine if it becomes available to them in 2021,"Share of respondents who agree with the statement: ""If a COVID-19 vaccine becomes available to me in 2021, I definitely intend to get it."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac2_2,agreement5_reverse,worried_covid_vaccine_side_effects,True,"I am worried about potential side effects of a COVID-19 vaccine",Share of respondents who are worried about potential side effects of a COVID-19 vaccine,"Share of respondents who agree with the statement: ""I am worried about potential side effects of a COVID-19 vaccine."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac2_3,agreement5_reverse,govt_will_provide_effective_covid_vaccine,True,"I believe government health authorities in my country will provide me with an effective COVID-19 vaccine",Share of respondents who believe government health authorities will provide them with an effective COVID-19 vaccine,"Share of respondents who agree with the statement: ""I believe government health authorities in my country will provide me with an effective COVID-19 vaccine."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac2_4,agreement5_reverse,covid_vaccine_will_protect_health,True,"A vaccine will completely protect those who receive it from possible health effects of COVID-19",Share of respondents who believe a vaccine will completely protect recipients from the possible health effects of COVID-19,"Share of respondents who agree with the statement: ""A vaccine will completely protect those who receive it from possible health effects of COVID-19."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac2_5,agreement5_reverse,covid_vaccine_will_prevent_transmission,True,"A vaccine will completely prevent those who receive it from transmitting COVID-19 to others",Share of respondents who believe a vaccine will completely prevent recipients from transmitting COVID-19 to others,"Share of respondents who agree with the statement: ""A vaccine will completely prevent those who receive it from transmitting COVID-19 to others."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac_3,agreement5_reverse,willingness_covid_vaccinate_next_year,False,"If a COVID-19 vaccine becomes available to me a year from now, I definitely intend to get it",Share of respondents who would get a COVID-19 vacccine if it becomes available to them a year from now,"Share of respondents who agree with the statement: ""If a COVID-19 vaccine becomes available to me a year from now, I definitely intend to get it."" Respondents were presented with a 1 to 5 scale, ranging from ""Strongly agree"" (1) to ""Strongly disagree"" (5). We consider responses of 1 or 2 to be in agreement with the statement."
vac4,importance,covid_vaccine_important_health,True,"How important do you think getting a COVID-19 vaccine is for your health?",Share of respondents who believe that getting a COVID-19 vaccine is important for their health,"Share of respondents who answered ""Very important"" or ""Moderately important"" to the question: ""How important do you think getting a COVID-19 vaccine is for your health?"""
vac5,binary,willingness_covid_vaccinate,False,"If a COVID-19 vaccine is available to you, will you get it?",Share of respondents who would get a COVID-19 vaccine if it was available to them,"Share of respondents who answered ""Yes"" to the question: ""If a COVID-19 vaccine is available to you, will you get it?"""
vac7,quantity,trust_covid_vaccines,True,"How much do you trust COVID-19 vaccines?",Share of respondents who trust COVID-19 vaccines,"Share of respondents who answered ""Very much"" or ""Moderately"" to the question: ""How much do you trust COVID-19 vaccines?"""
