Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-27,KY,KYA,Kentucky,4467673.0,585500.0,323268,13105.0,7236.0,285291.0,6386.0,36054.0,807.0,,,
2021-01-27,LA,LAA,Louisiana,4648794.0,620325.0,358746,13344.0,7717.0,311135.0,6693.0,46954.0,1010.0,,,
2021-01-27,MA,MAA,Massachusetts,6892503.0,956800.0,464275,13882.0,6736.0,390470.0,5665.0,73152.0,1061.0,,,
2021-01-27,MD,MDA,Maryland,6045680.0,820425.0,389253,13570.0,6439.0,340191.0,5627.0,48629.0,804.0,,,
2021-01-27,ME,MEA,Maine,1344212.0,204325.0,109183,15200.0,8122.0,86103.0,6405.0,21707.0,1615.0,,,
2021-01-27,MH,MHA,Marshall Islands,58413.0,13600.0,3538,23282.0,6057.0,3487.0,5970.0,20.0,34.0,,,
2021-01-27,MI,MIA,Michigan,9986857.0,1352100.0,772031,13539.0,7730.0,629437.0,6303.0,131282.0,1315.0,,,
2021-01-27,MN,MNA,Minnesota,5639632.0,787875.0,375395,13970.0,6656.0,298902.0,5300.0,75844.0,1345.0,,,
2021-01-27,MO,MOA,Missouri,6137428.0,750175.0,358150,12223.0,5836.0,276990.0,4513.0,79526.0,1296.0,,,
2021-01-27,MP,MPA,Northern Mariana Islands,56882.0,18650.0,9026,32787.0,15868.0,5966.0,10488.0,3056.0,5373.0,,,
2021-01-27,MS,MSA,Mississippi,2976149.0,396550.0,190239,13324.0,6392.0,172522.0,5797.0,17499.0,588.0,,,
2021-01-27,MT,MTA,Montana,1068778.0,133025.0,81169,12446.0,7595.0,65746.0,6152.0,15397.0,1441.0,,,
2021-01-27,NC,NCA,North Carolina,10488084.0,1397275.0,716748,13323.0,6834.0,627980.0,5988.0,88145.0,840.0,,,
2021-01-27,ND,NDA,North Dakota,762062.0,96425.0,77230,12653.0,10134.0,58673.0,7699.0,16952.0,2224.0,,,
2021-01-27,NE,NEA,Nebraska,1934408.0,284275.0,139573,14696.0,7215.0,114154.0,5901.0,24598.0,1272.0,,,
2021-01-27,NH,NHA,New Hampshire,1359711.0,190875.0,103080,14038.0,7581.0,84813.0,6238.0,18224.0,1340.0,,,
2021-01-27,NJ,NJA,New Jersey,8882190.0,1207100.0,611862,13590.0,6889.0,530412.0,5972.0,79648.0,897.0,,,
2021-01-27,NM,NMA,New Mexico,2096829.0,303625.0,217075,14480.0,10353.0,176038.0,8395.0,38292.0,1826.0,,,
2021-01-27,NV,NVA,Nevada,3080156.0,338525.0,174367,10991.0,5661.0,149464.0,4852.0,23852.0,774.0,,,
2021-01-27,NY,NYA,New York State,19453561.0,2744450.0,1518697,14108.0,7807.0,1286705.0,6614.0,212802.0,1094.0,,,
2021-01-27,OH,OHA,Ohio,11689100.0,1507000.0,746249,12892.0,6384.0,657075.0,5621.0,88834.0,760.0,,,
2021-01-27,OK,OKA,Oklahoma,3956971.0,569575.0,345144,14394.0,8722.0,296308.0,7488.0,46596.0,1178.0,,,
2021-01-27,OR,ORA,Oregon,4217737.0,599900.0,325488,14223.0,7717.0,276200.0,6549.0,48261.0,1144.0,,,
2021-01-27,PA,PAA,Pennsylvania,12801989.0,1817925.0,851980,14200.0,6655.0,693731.0,5419.0,156798.0,1225.0,,,
2021-01-27,PR,PRA,Puerto Rico,3193694.0,506425.0,199762,15857.0,6255.0,156071.0,4887.0,42437.0,1329.0,,,
2021-01-27,RI,RIA,Rhode Island,1059361.0,151675.0,76284,14318.0,7201.0,59853.0,5650.0,16410.0,1549.0,,,
2021-01-27,RP,RPA,Republic of Palau,17907.0,6000.0,3046,33506.0,17010.0,3046.0,17010.0,0.0,0.0,,,
2021-01-27,SC,SCA,South Carolina,5148714.0,548250.0,326985,10648.0,6351.0,275291.0,5347.0,49869.0,969.0,,,
2021-01-27,SD,SDA,South Dakota,884659.0,122825.0,86986,13884.0,9833.0,65031.0,7351.0,21895.0,2475.0,,,
2021-01-27,TN,TNA,Tennessee,6829174.0,886225.0,487632,12977.0,7140.0,374108.0,5478.0,112362.0,1645.0,,,
2021-01-27,TX,TXA,Texas,28995881.0,3505450.0,1974374,12089.0,6809.0,1648575.0,5686.0,324212.0,1118.0,,,
2021-01-27,UT,UTA,Utah,3205958.0,394250.0,239807,12297.0,7480.0,201134.0,6274.0,30065.0,938.0,,,
2021-01-27,VA,VAA,Virginia,8535519.0,1179550.0,629019,13819.0,7369.0,524196.0,6141.0,79443.0,931.0,,,
2021-01-27,VA2,VA2,Veterans Health,0.0,1312125.0,746109,0.0,0.0,626115.0,0.0,119254.0,0.0,,,
2021-01-27,VI,VIA,Virgin Islands,104680.0,16875.0,4174,16121.0,3987.0,3538.0,3380.0,636.0,608.0,,,
2021-01-27,VT,VTA,Vermont,623989.0,96825.0,55377,15517.0,8875.0,44498.0,7131.0,10806.0,1732.0,,,
2021-01-27,WA,WAA,Washington,7614893.0,981050.0,534445,12883.0,7018.0,441895.0,5803.0,81786.0,1074.0,,,
2021-01-27,WI,WIA,Wisconsin,5822434.0,790400.0,335519,13575.0,5763.0,281166.0,4829.0,52332.0,899.0,,,
2021-01-27,WV,WVA,West Virginia,1792147.0,278400.0,214926,15534.0,11993.0,169671.0,9467.0,45244.0,2525.0,,,
2021-01-27,WY,WYA,Wyoming,578759.0,82825.0,43425,14311.0,7503.0,37963.0,6559.0,5419.0,936.0,,,
2021-01-27,US,USA,United States,331996199.0,47230950.0,24652634,,,20687970.0,,3801053.0,,11001991.0,13550835.0,99808.0
2021-01-27,LTC,LTC,Long Term Care,,,2904840,,,,,,,,,
