Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-25,NY,NYA,New York State,19453561.0,2395950.0,1418313,12316.0,7291.0,1215450.0,6248.0,183915.0,945.0,,,
2021-01-25,OH,OHA,Ohio,11689100.0,1233075.0,685622,10549.0,5865.0,608379.0,5205.0,76949.0,658.0,,,
2021-01-25,OK,OKA,Oklahoma,3956971.0,496350.0,326546,12544.0,8252.0,282679.0,7144.0,41634.0,1052.0,,,
2021-01-25,OR,ORA,Oregon,4217737.0,492450.0,300676,11676.0,7129.0,257296.0,6100.0,42426.0,1006.0,,,
2021-01-25,PA,PAA,Pennsylvania,12801989.0,1564125.0,776799,12218.0,6068.0,639526.0,4996.0,135939.0,1062.0,,,
2021-01-25,PR,PRA,Puerto Rico,3193694.0,371550.0,187617,11634.0,5875.0,146984.0,4602.0,39384.0,1233.0,,,
2021-01-25,RI,RIA,Rhode Island,1059361.0,149225.0,70419,14086.0,6647.0,56751.0,5357.0,13649.0,1288.0,,,
2021-01-25,RP,RPA,Republic of Palau,17907.0,6000.0,3046,33506.0,17010.0,3044.0,16999.0,2.0,11.0,,,
2021-01-25,SC,SCA,South Carolina,5148714.0,453250.0,307348,8803.0,5969.0,258015.0,5011.0,47563.0,924.0,,,
2021-01-25,SD,SDA,South Dakota,884659.0,106575.0,82512,12047.0,9327.0,63950.0,7229.0,18504.0,2092.0,,,
2021-01-25,TN,TNA,Tennessee,6829174.0,838825.0,462646,12283.0,6775.0,361767.0,5297.0,99842.0,1462.0,,,
2021-01-25,TX,TXA,Texas,28995881.0,3070825.0,1804006,10591.0,6222.0,1532381.0,5285.0,270118.0,932.0,,,
2021-01-25,UT,UTA,Utah,3205958.0,341725.0,229007,10659.0,7143.0,195221.0,6089.0,25693.0,801.0,,,
2021-01-25,VA,VAA,Virginia,8535519.0,1069725.0,482973,12533.0,5658.0,415684.0,4870.0,59852.0,701.0,,,
2021-01-25,VA2,VA2,Veterans Health,0.0,1151525.0,702779,0.0,0.0,600685.0,0.0,101396.0,0.0,,,
2021-01-25,VI,VIA,Virgin Islands,104680.0,14500.0,3399,13852.0,3247.0,2984.0,2851.0,415.0,396.0,,,
2021-01-25,VT,VTA,Vermont,623989.0,90000.0,53624,14423.0,8594.0,43356.0,6948.0,10195.0,1634.0,,,
2021-01-25,WA,WAA,Washington,7614893.0,846625.0,488785,11118.0,6419.0,404326.0,5310.0,73738.0,968.0,,,
2021-01-25,WI,WIA,Wisconsin,5822434.0,610100.0,315876,10478.0,5425.0,266481.0,4577.0,47409.0,814.0,,,
2021-01-25,WV,WVA,West Virginia,1792147.0,243100.0,203992,13565.0,11383.0,164528.0,9180.0,39453.0,2201.0,,,
2021-01-25,WY,WYA,Wyoming,578759.0,70750.0,41156,12224.0,7111.0,36215.0,6257.0,4900.0,847.0,,,
2021-01-25,US,USA,United States,331996199.0,41418325.0,22734243,,,19252279.0,,3346390.0,,10084432.0,12551999.0,97812.0
2021-01-25,LTC,LTC,Long Term Care,,,2714487,,,,,,,,,
