Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-23,KY,KYA,Kentucky,4467673.0,471000.0,270960,10542.0,6065.0,243620.0,5453.0,25566.0,572.0,,,
2021-01-23,LA,LAA,Louisiana,4648794.0,543700.0,315023,11696.0,6776.0,272630.0,5865.0,41788.0,899.0,,,
2021-01-23,MA,MAA,Massachusetts,6892503.0,859175.0,392967,12465.0,5701.0,334514.0,4853.0,57869.0,840.0,,,
2021-01-23,MD,MDA,Maryland,6045680.0,742175.0,307411,12276.0,5085.0,272901.0,4514.0,34090.0,564.0,,,
2021-01-23,ME,MEA,Maine,1344212.0,178450.0,93003,13275.0,6919.0,74110.0,5513.0,17562.0,1306.0,,,
2021-01-23,MH,MHA,Marshall Islands,58413.0,13600.0,2873,23282.0,4918.0,2840.0,4862.0,3.0,5.0,,,
2021-01-23,MI,MIA,Michigan,9986857.0,1095675.0,652661,10971.0,6535.0,536228.0,5369.0,105890.0,1060.0,,,
2021-01-23,MN,MNA,Minnesota,5639632.0,680700.0,305297,12070.0,5413.0,240009.0,4256.0,64768.0,1148.0,,,
2021-01-23,MO,MOA,Missouri,6137428.0,661400.0,291723,10777.0,4753.0,221849.0,3615.0,68466.0,1116.0,,,
2021-01-23,MP,MPA,Northern Mariana Islands,56882.0,18650.0,8039,32787.0,14133.0,5019.0,8824.0,3016.0,5302.0,,,
2021-01-23,MS,MSA,Mississippi,2976149.0,358100.0,150524,12032.0,5058.0,136902.0,4600.0,13423.0,451.0,,,
2021-01-23,MT,MTA,Montana,1068778.0,119500.0,72544,11181.0,6788.0,59289.0,5547.0,13235.0,1238.0,,,
2021-01-23,NC,NCA,North Carolina,10488084.0,1246600.0,577007,11886.0,5502.0,497387.0,4742.0,79197.0,755.0,,,
2021-01-23,ND,NDA,North Dakota,762062.0,86750.0,68999,11384.0,9054.0,53491.0,7019.0,14412.0,1891.0,,,
2021-01-23,NE,NEA,Nebraska,1934408.0,238100.0,124069,12309.0,6414.0,103620.0,5357.0,19646.0,1016.0,,,
2021-01-23,NH,NHA,New Hampshire,1359711.0,162950.0,89816,11984.0,6606.0,76609.0,5634.0,13166.0,968.0,,,
2021-01-23,NJ,NJA,New Jersey,8882190.0,989900.0,500889,11145.0,5639.0,437711.0,4928.0,61506.0,692.0,,,
2021-01-23,NM,NMA,New Mexico,2096829.0,257075.0,184698,12260.0,8808.0,148964.0,7104.0,33133.0,1580.0,,,
2021-01-23,NV,NVA,Nevada,3080156.0,286950.0,137031,9316.0,4449.0,115160.0,3739.0,20972.0,681.0,,,
2021-01-23,NY,NYA,New York State,19453561.0,2395950.0,1282515,12316.0,6593.0,1105935.0,5685.0,162685.0,836.0,,,
2021-01-23,OH,OHA,Ohio,11689100.0,1233075.0,594924,10549.0,5090.0,535544.0,4582.0,59153.0,506.0,,,
2021-01-23,OK,OKA,Oklahoma,3956971.0,496350.0,304806,12544.0,7703.0,263315.0,6654.0,39290.0,993.0,,,
2021-01-23,OR,ORA,Oregon,4217737.0,492450.0,270463,11676.0,6413.0,231606.0,5491.0,37983.0,901.0,,,
2021-01-23,PA,PAA,Pennsylvania,12801989.0,1564125.0,695870,12218.0,5436.0,572228.0,4470.0,122849.0,960.0,,,
2021-01-23,PR,PRA,Puerto Rico,3193694.0,371550.0,173242,11634.0,5425.0,136400.0,4271.0,35705.0,1118.0,,,
2021-01-23,RI,RIA,Rhode Island,1059361.0,149225.0,63249,14086.0,5970.0,50650.0,4781.0,12580.0,1188.0,,,
2021-01-23,RP,RPA,Republic of Palau,17907.0,6000.0,2685,33506.0,14994.0,2683.0,14983.0,2.0,11.0,,,
2021-01-23,SC,SCA,South Carolina,5148714.0,453250.0,249155,8803.0,4839.0,206663.0,4014.0,40812.0,793.0,,,
2021-01-23,SD,SDA,South Dakota,884659.0,106575.0,77200,12047.0,8727.0,60982.0,6893.0,16164.0,1827.0,,,
2021-01-23,TN,TNA,Tennessee,6829174.0,838825.0,424152,12283.0,6211.0,335823.0,4917.0,87376.0,1279.0,,,
2021-01-23,TX,TXA,Texas,28995881.0,3070825.0,1727869,10591.0,5959.0,1474571.0,5085.0,251815.0,868.0,,,
2021-01-23,UT,UTA,Utah,3205958.0,341725.0,202729,10659.0,6324.0,175364.0,5470.0,20697.0,646.0,,,
2021-01-23,VA,VAA,Virginia,8535519.0,1069725.0,429297,12533.0,5030.0,376378.0,4410.0,49007.0,574.0,,,
2021-01-23,VA2,VA2,Veterans Health,0.0,1151525.0,623590,0.0,0.0,529784.0,0.0,93168.0,0.0,,,
2021-01-23,VI,VIA,Virgin Islands,104680.0,13525.0,3355,12920.0,3205.0,2946.0,2814.0,409.0,391.0,,,
2021-01-23,VT,VTA,Vermont,623989.0,90000.0,49426,14423.0,7921.0,40484.0,6488.0,8877.0,1423.0,,,
2021-01-23,WA,WAA,Washington,7614893.0,846625.0,436997,11118.0,5739.0,359217.0,4717.0,67127.0,882.0,,,
2021-01-23,WI,WIA,Wisconsin,5822434.0,610100.0,285630,10478.0,4906.0,241512.0,4148.0,42229.0,725.0,,,
2021-01-23,WV,WVA,West Virginia,1792147.0,243100.0,194844,13565.0,10872.0,156854.0,8752.0,37979.0,2119.0,,,
2021-01-23,WY,WYA,Wyoming,578759.0,70750.0,37559,12224.0,6490.0,32746.0,5658.0,4773.0,825.0,,,
2021-01-23,US,USA,United States,331996199.0,41411550.0,20537990,,,17390345.0,,3027865.0,,9061112.0,11471457.0,5421.0
2021-01-23,LTC,LTC,Long Term Care,,,2437670,,,,,,,,,
