Date,Location,ShortName,LongName,Census2019,Doses_Distributed,Doses_Administered,Dist_Per_100K,Admin_Per_100K,Administered_Dose1,Administered_Dose1_Per_100K,Administered_Dose2,Administered_Dose2_Per_100K,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf
2021-01-21,KS,KSA,Kansas,2913314.0,312000.0,130434,10709.0,4477.0,111907.0,3841.0,17430.0,598.0,,,
2021-01-21,KY,KYA,Kentucky,4467673.0,450175.0,235143,10076.0,5263.0,217837.0,4876.0,15699.0,351.0,,,
2021-01-21,LA,LAA,Louisiana,4648794.0,492800.0,279398,10601.0,6010.0,240762.0,5179.0,38095.0,819.0,,,
2021-01-21,MA,MAA,Massachusetts,6892503.0,776400.0,353117,11264.0,5123.0,306646.0,4449.0,46247.0,671.0,,,
2021-01-21,MD,MDA,Maryland,6045680.0,685325.0,271905,11336.0,4498.0,243450.0,4027.0,28106.0,465.0,,,
2021-01-21,ME,MEA,Maine,1344212.0,165175.0,80502,12288.0,5989.0,67133.0,4994.0,12071.0,898.0,,,
2021-01-21,MH,MHA,Marshall Islands,58413.0,13600.0,1991,23282.0,3408.0,1959.0,3354.0,2.0,3.0,,,
2021-01-21,MI,MIA,Michigan,9986857.0,1059275.0,548844,10607.0,5496.0,463917.0,4645.0,81014.0,811.0,,,
2021-01-21,MN,MNA,Minnesota,5639632.0,652350.0,259417,11567.0,4600.0,213102.0,3779.0,46008.0,816.0,,,
2021-01-21,MO,MOA,Missouri,6137428.0,621200.0,265382,10122.0,4324.0,205217.0,3344.0,58782.0,958.0,,,
2021-01-21,MP,MPA,Northern Mariana Islands,56882.0,18650.0,7309,32787.0,12849.0,4606.0,8097.0,2700.0,4747.0,,,
2021-01-21,MS,MSA,Mississippi,2976149.0,334800.0,136691,11249.0,4593.0,124931.0,4198.0,11567.0,389.0,,,
2021-01-21,MT,MTA,Montana,1068778.0,112125.0,60389,10491.0,5650.0,50413.0,4717.0,9962.0,932.0,,,
2021-01-21,NC,NCA,North Carolina,10488084.0,1157100.0,473282,11033.0,4513.0,406257.0,3874.0,66736.0,636.0,,,
2021-01-21,ND,NDA,North Dakota,762062.0,82850.0,59245,10872.0,7774.0,48986.0,6428.0,9881.0,1297.0,,,
2021-01-21,NE,NEA,Nebraska,1934408.0,238000.0,111841,12304.0,5782.0,94850.0,4903.0,16206.0,838.0,,,
2021-01-21,NH,NHA,New Hampshire,1359711.0,155150.0,80639,11411.0,5931.0,70281.0,5169.0,10319.0,759.0,,,
2021-01-21,NJ,NJA,New Jersey,8882190.0,923300.0,432220,10395.0,4866.0,381159.0,4291.0,49420.0,556.0,,,
2021-01-21,NM,NMA,New Mexico,2096829.0,237725.0,152465,11337.0,7271.0,122956.0,5864.0,27014.0,1288.0,,,
2021-01-21,NV,NVA,Nevada,3080156.0,278175.0,115991,9031.0,3766.0,95837.0,3111.0,19296.0,626.0,,,
2021-01-21,NY,NYA,New York State,19453561.0,2213975.0,1116441,11381.0,5739.0,982183.0,5049.0,120801.0,621.0,,,
2021-01-21,OH,OHA,Ohio,11689100.0,1122300.0,487481,9601.0,4170.0,456424.0,3905.0,30910.0,264.0,,,
2021-01-21,OK,OKA,Oklahoma,3956971.0,490500.0,267434,12396.0,6759.0,230902.0,5835.0,34706.0,877.0,,,
2021-01-21,OR,ORA,Oregon,4217737.0,479325.0,216928,11365.0,5143.0,192550.0,4565.0,23866.0,566.0,,,
2021-01-21,PA,PAA,Pennsylvania,12801989.0,1344375.0,605428,10501.0,4729.0,508391.0,3971.0,96395.0,753.0,,,
2021-01-21,PR,PRA,Puerto Rico,3193694.0,327950.0,147795,10269.0,4628.0,120250.0,3765.0,26627.0,834.0,,,
2021-01-21,RI,RIA,Rhode Island,1059361.0,127450.0,59014,12031.0,5571.0,47859.0,4518.0,11136.0,1051.0,,,
2021-01-21,RP,RPA,Republic of Palau,17907.0,6000.0,2405,33506.0,13431.0,2403.0,13419.0,2.0,11.0,,,
2021-01-21,SC,SCA,South Carolina,5148714.0,443375.0,209631,8611.0,4072.0,173906.0,3378.0,34277.0,666.0,,,
2021-01-21,SD,SDA,South Dakota,884659.0,99300.0,65377,11225.0,7390.0,54531.0,6164.0,10796.0,1220.0,,,
2021-01-21,TN,TNA,Tennessee,6829174.0,723825.0,375669,10599.0,5501.0,313154.0,4586.0,61743.0,904.0,,,
2021-01-21,TX,TXA,Texas,28995881.0,2754800.0,1544551,9501.0,5327.0,1337706.0,4613.0,205538.0,709.0,,,
2021-01-21,UT,UTA,Utah,3205958.0,337825.0,189578,10537.0,5913.0,166334.0,5188.0,17275.0,539.0,,,
2021-01-21,VA,VAA,Virginia,8535519.0,992375.0,362092,11626.0,4242.0,320175.0,3751.0,40340.0,473.0,,,
2021-01-21,VA2,VA2,Veterans Health,0.0,1100725.0,527258,0.0,0.0,463738.0,0.0,62996.0,0.0,,,
2021-01-21,VI,VIA,Virgin Islands,104680.0,13325.0,2744,12729.0,2621.0,2450.0,2340.0,294.0,281.0,,,
2021-01-21,VT,VTA,Vermont,623989.0,78875.0,42835,12640.0,6865.0,36233.0,5807.0,6545.0,1049.0,,,
2021-01-21,WA,WAA,Washington,7614893.0,820875.0,373423,10780.0,4904.0,306942.0,4031.0,55902.0,734.0,,,
2021-01-21,WI,WIA,Wisconsin,5822434.0,577325.0,238758,9916.0,4101.0,204746.0,3517.0,32268.0,554.0,,,
2021-01-21,WV,WVA,West Virginia,1792147.0,231800.0,167548,12934.0,9349.0,135950.0,7586.0,31587.0,1763.0,,,
2021-01-21,WY,WYA,Wyoming,578759.0,67450.0,29309,11654.0,5064.0,25841.0,4465.0,3441.0,595.0,,,
2021-01-21,US,USA,United States,331996199.0,37960000.0,17546374,,,15053257.0,,2394961.0,,7724683.0,9817027.0,4664.0
2021-01-21,LTC,LTC,Long Term Care,,,2089181,,,,,,,,,
